municipio;ano_distribuicao;ano_calculo;codigo;valor_adicionado;pop;receita_tributaria;area_cultivada;area_inundada;ind_protegida;ind_participacao;total_icms_estado;montante_disponivel;total_recebido_municipio;valor_adicionado_2anos;share_valor_adicionado_2anos;share_pop;share_receita_tributaria;share_area_cultivada;share_area_inundada;ind_participacao_calculado;Codmun7;nota_ideb;matriculas_rede_publica;matriculas_rede_municipal;nota_ideb_imp_norm;evolucao_ideb;evolucao_ideb_norm;evolucao_e_nota;log_matriculas_rede_municipal;nota_X_matriculas_publica;nota_X_log_matriculas_publica;evolucao_X_matriculas_publica;evolucao_X_log_matriculas_publica;evolucao_e_nota_X_matriculas_publica;evolucao_e_nota_X_log_matriculas_publica;nota_X_matriculas_municipal;nota_X_log_matriculas_municipal;evolucao_X_matriculas_municipal;evolucao_X_log_matriculas_municipal;evolucao_e_nota_X_matriculas_municipal;evolucao_e_nota_X_log_matriculas_municipal;share_evolucao;share_evolucao_e_nota;share_evolucao_e_nota_X_log_matriculas_municipal;share_evolucao_e_nota_X_log_matriculas_publica;share_evolucao_e_nota_X_matriculas_municipal;share_evolucao_e_nota_X_matriculas_publica;share_evolucao_X_log_matriculas_municipal;share_evolucao_X_log_matriculas_publica;share_evolucao_X_matriculas_municipal;share_evolucao_X_matriculas_publica;share_nota;share_nota_X_log_matriculas_municipal;share_nota_X_log_matriculas_publica;share_nota_X_matriculas_municipal;share_nota_X_matriculas_publica;nota_ideb_2015;nota_ideb_2017;receitas_correntes_2018;receitas_correntes_2017;IDH;IDHM_renda;IDHM_longevidade;IDHM_educacao;area_geografica;regiao_metrop;pop_urbana;faixa_5_a_9;faixa_10_a_14;faixa_15_a_19;faixa_20_a_24;faixa_25_a_29;faixa_30_a_39;faixa_40_a_49;faixa_50_a_59;faixa_60_a_69;faixa_70_ou_mais;share_rcl_2017;ind_secretaria;transf_secretaria;var_transf_secretaria;var_perc_transf_secretaria;var_transf_perc_rc2017_secretaria;idosos_sobre_jovens;fracao_pop_abaixo_15;receitas2018_pc;receitas2017_pc;quintil_area_cultivada;quintil_area_geografica;quintil_area_inundada;quintil_fracao_pop_abaixo_15;quintil_IDH;quintil_idosos_sobre_jovens;quintil_pop;quintil_pop_urbana;quintil_receitas_correntes_2018;quintil_receitas2017_pc;quintil_receitas2018_pc;quintil_var_perc_transf_secretaria;quintil_ben_var_perc_transf_secretaria;quintil_prej_var_perc_transf_secretaria;faixa_pop;nota_imputada
ATIBAIA;2018;2016;190;3017980306;126603;136590505;19550;0;0,521413;0,28073787;135942,42525178;27188,485050356;76,3283738156379;5592223480;0,00285123616070982;0,00306825625071509;0,0030840115022478;0,00109786700266391;0;0,281002778186272;3504107;NA;8571;8037;0,705882352941177;0,2;0,384615384615385;1,09049773755656;8,99181115821272;6050,11764705882;6,39256919357568;3296,53846153846;3,48313065034572;9346,65610859729;9,87569984392141;5673,17647058824;6,34716081756192;3091,15384615385;3,45838890700489;8764,33031674208;9,80554972456681;0,00133308024444895;0,00182128396741105;0,00243254423763259;0,00239269025199616;0,00535628749779866;0,0042477988812381;0,0017753332667782;0,00174588641832161;0,00372740538294825;0,00286609471875988;0,00227530861898821;0,00304717915620711;0,00299783392369463;0,00703026213080105;0,00576109487228085;7;7,3;509,17300932;471,89856055;0,765;0,786;0,851;0,67;478,521;NA;91,02;7,11;8,27;8,03;8,51;8,53;15,87;13,91;10,7;6,85;5,87;0,00287565326091028;0,330187950327974;89,773101512998;13,4447276973602;0,176143248247818;0,0284907156353481;0,82704811443433;15,38;0,00402180840359233;0,00372738845485494;3;2;2;3;2;3;1;2;1;3;3;1;2;NA;50 mil a 150 mil;FALSE
AURIFLAMA;2018;2016;191;236307889;14202;4453858;38966,9;0,24;0;0,03227008;135942,42525178;27188,485050356;8,77374587653792;454524506;0,000231742653359763;0,00034418912089489;0,000100561523667977;0,00218825952460892;4,37211827308615e-05;0,0322771222043061;3504206;NA;607;607;0,676470588235294;0,300000000000001;0,41025641025641;1,0867269984917;6,4085287910595;410,617647058824;4,33518124101084;249,025641025641;2,62914001684492;659,643288084465;6,96432125785576;410,617647058824;4,33518124101084;249,025641025641;2,62914001684492;659,643288084465;6,96432125785576;0,00142195226074555;0,00181498630500645;0,0017276970716262;0,00168731976961589;0,000403138513643677;0,000299789784558783;0,00134964570510519;0,00131783166009572;0,000300282535599464;0,000216509251418317;0,00218050409319704;0,00208125716295661;0,00203300942017609;0,000508841864751117;0,000391001854664532;6,9;6,7;44,53665737;43,13731022;0,773;0,746;0,84;0,738;434,498;NA;91,17;6,06;6,84;8,77;8,4;7,71;15,02;15,12;11,29;8,21;7,4;0,000262869941066281;0,0264378417421534;7,18804864970215;-1,58569722683577;-0,180732066912961;-0,0367592976647993;1,21007751937985;12,9;0,00313594263976905;0,00303741094352908;2;2;2;5;1;1;3;2;3;4;5;4;NA;3;Até 20 mil;FALSE
AVAI;2018;2016;192;94067341;4959;1721586;42842,4;0;0,459675;0,02087837;135942,42525178;27188,485050356;5,67651250620801;168209236;8,57627128035614e-05;0,000120182639805503;3,88708646044525e-05;0,00240589551278406;0;0,0208915315457151;3504305;NA;329;282;0,441176470588235;1,7;0,769230769230769;1,210407239819;5,64190707093811;145,147058823529;2,55708430180825;253,076923076923;4,45850596212721;398,223981900452;7,01559026393546;124,411764705882;2,48907664894329;216,923076923077;4,33992851610624;341,334841628959;6,82900516504953;0,00266616048889791;0,00202154963187741;0,00169412808354692;0,0016997412539679;0,000208605504209237;0,000180981878989104;0,00222786380515992;0,00223478410277581;0,000261572307575316;0,000220031539487108;0,00142206788686763;0,00119496932579302;0,00119916012382182;0,000154172415149146;0,00013821317618863;6,1;6,5;22,93230554;20,78647698;0,714;0,674;0,83;0,65;540,689;NA;67,15;7,4;9,32;10,18;8,29;7,16;14,54;13,43;10,61;6,76;5,44;0,00012666853707014;0,0110514165105588;3,00471272582586;-2,67179978038215;-0,470676278341709;-0,128535479242243;0,729665071770335;16,72;0,00462438103246622;0,00419166706594071;1;2;2;2;4;4;4;5;4;2;2;5;NA;5;Até 20 mil;FALSE
AVANHANDAVA;2018;2016;193;192604066;11310;1535541;29809,1;0;0;0,02699631;135942,42525178;27188,485050356;7,33988770849776;390357706;0,000199026739710863;0,000274100757451148;3,4670243778461e-05;0,00167398604957078;0;0,0269854266262936;3504404;NA;706;706;0,441176470588235;0,6;0,487179487179487;0,928355957767722;6,55961523749324;311,470588235294;2,89394789889408;343,948717948718;3,19570998749671;655,419306184012;6,08965788639078;311,470588235294;2,89394789889408;343,948717948718;3,19570998749671;655,419306184012;6,08965788639078;0,00168856830963534;0,00155048448401314;0,00151071205764021;0,0014754058236923;0,000400557042997699;0,000297870100622342;0,00164048937361753;0,0016018195193199;0,000414743609198024;0,000299037798447828;0,00142206788686763;0,00138934209643151;0,00135713434176483;0,000385977748564883;0,000296591192672258;6,1;6,5;39,65792527;36,82940192;0,705;0,688;0,817;0,623;338,37;NA;84,55;6,82;8,22;8,63;12,02;10,52;15,46;12,81;8,89;5,5;3,93;0,000224430838706493;0,0236838958060111;6,43929247055922;-0,900595237938546;-0,122698776017497;-0,0244531594592494;0,626994680851064;15,04;0,0035064478576481;0,00325635737577365;2;2;2;3;5;5;3;4;3;4;4;3;NA;2;Até 20 mil;FALSE
AVARE;2018;2016;194;1151776773;82934;44296981;88064,8;75,94;0,303199;0,1506175;135942,42525178;27188,485050356;40,95061647072;2400000798;0,00122365801106898;0,002009926809766;0,00100016028873202;0,00494544439980547;0,0138341109024234;0,150498017656287;3504503;NA;4991;4991;0,5;0,399999999999999;0,435897435897436;0,935897435897436;8,51539156946961;2495,5;4,2576957847348;2175,5641025641;3,71183735079444;4671,0641025641;7,96953313552925;2495,5;4,2576957847348;2175,5641025641;3,71183735079444;4671,0641025641;7,96953313552925;0,00151082427704215;0,00156307980882235;0,00197706833884932;0,0019308630828911;0,0028547032516776;0,00212287053664169;0,0019054387771103;0,00186052349690863;0,00262335999773556;0,001891490985903;0,00161167693844998;0,00204405752770864;0,0019966721475736;0,00309245080571148;0,00237628639515232;6,3;6,3;302,39068824;294,43136428;0,767;0,751;0,866;0,695;1213,055;NA;95,73;6,91;7,83;8,12;8,94;8,72;16;13,24;10,95;6,86;5,88;0,00179420448288554;0,162268643334734;44,1183858344796;3,16776936375968;0,0773558406873964;0,0107589399366678;0,864314789687924;14,74;0,00364616066076639;0,00355018887645598;1;1;1;3;1;3;1;2;1;3;4;1;3;NA;50 mil a 150 mil;FALSE
BADY BASSITT;2018;2016;195;207792037;14603;7998324;8349,9;0;0;0,02841541;135942,42525178;27188,485050356;7,72571949984737;473526112;0,000241430761557249;0,000353907458979586;0,000180590321521285;0,00046890433174135;0;0,0283599746417145;3504602;NA;998;998;0,61764705882353;0,5;0,461538461538462;1,07918552036199;6,90575327631146;616,411764705882;4,26531820007473;460,615384615385;3,18727074291298;1077,02714932127;7,45258894298771;616,411764705882;4,26531820007473;460,615384615385;3,18727074291298;1077,02714932127;7,45258894298771;0,00159969629333874;0,00180239098019724;0,00184882569544157;0,00180561754587921;0,000658221090056276;0,000489479303271012;0,00163615716227322;0,00159758942749198;0,000555423750979074;0,000400470777644012;0,00199089504161469;0,00204771693792549;0,00200024672527383;0,000763864178887896;0,000586964892920225;6,7;7,1;62,66055721;60,20850492;0,746;0,737;0,805;0,701;110,372;NA;93,54;6,46;8,1;7,87;7,94;8,23;17,56;14,81;10,94;6,56;5,46;0,000366898308199831;0,0324857871320338;8,83239337788348;1,10667387803611;0,143245412683954;0,0183806902281757;0,825549450549451;14,56;0,00429093728754366;0,00412302300349243;5;5;2;4;3;3;3;2;3;2;3;1;2;NA;Até 20 mil;FALSE
BALBINOS;2018;2016;196;26813418;3702;213542;7796,9;0;0,213235;0,00848203;135942,42525178;27188,485050356;2,30613545851671;46864626;2,38942733220922e-05;8,97189216696861e-05;4,82146240116032e-06;0,000437849577139143;0;0,00848691699140661;3504701;NA;82;82;0,735294117647059;0;0,333333333333333;1,06862745098039;4,40671924726425;60,2941176470588;3,24023474063548;27,3333333333333;1,46890641575475;87,6274509803922;4,70914115639023;60,2941176470588;3,24023474063548;27,3333333333333;1,46890641575475;87,6274509803922;4,70914115639023;0,00115533621185576;0,00178475752546436;0,00116823579564088;0,00114093343441418;5,3553186973527e-05;3,98242733995398e-05;0,000754050078171168;0,00073627549997217;3,29593475029889e-05;2,37642979831061e-05;0,00237011314477939;0,0015555893487941;0,00151952764718962;7,47171279091605e-05;5,74137813954796e-05;NA;5,1;13,2569206;14,38871803;0,669;0,69;0,809;0,537;91,635;NA;32,17;2,43;2,67;3,19;16,29;21,72;27,98;10,7;6,37;3,16;3,32;8,76819032358627e-05;0,00330889587758234;0,899638661008321;-1,40649679750839;-0,609893400803541;-0,0977499729007053;1,27058823529412;5,1;0,00358101582928147;0,00388674176931388;5;5;2;5;5;1;5;5;5;3;4;5;NA;5;Até 20 mil;TRUE
BALSAMO;2018;2016;197;114000467;8160;1769562;14226,2;0;0;0,0165673;135942,42525178;27188,485050356;4,50439788374763;214364403;0,000109295263250562;0,000197759697683587;3,99540916986918e-05;0,000798899005283751;0;0,0165745587450725;3504800;NA;488;488;0,529411764705882;1,5;0,717948717948718;1,2473604826546;6,19031540585315;258,352941176471;3,27722580309873;350,358974358974;4,44432900933047;608,711915535445;7,72155481242919;258,352941176471;3,27722580309873;350,358974358974;4,44432900933047;608,711915535445;7,72155481242919;0,00248841645630471;0,00208326672344252;0,00191555029469484;0,00187078275179911;0,000372011996936643;0,000276642872463168;0,00228145687224199;0,00222767803877027;0,000422473287317862;0,000304611039063003;0,00170648146424116;0,00157334821732506;0,00153687482929557;0,000320153781245886;0,000246011051598972;6,4;6,6;26,82233949;24,2350342;0,756;0,746;0,835;0,695;149,881;NA;91,59;5,27;6,91;7,24;7,6;8,04;15,33;15,6;12,03;8,42;8,31;0,00014768333907244;0,0159654667215547;4,34076853280945;-0,163629350938176;-0,0363265757513493;-0,00675176893037666;1,3735632183908;12,18;0,00328705140808824;0,00296997968137255;4;4;2;5;2;1;4;2;4;5;4;2;NA;1;Até 20 mil;FALSE
BANANAL;2018;2016;198;67433215;10223;3283874;28219,8;0;0,124235;0,01729735;135942,42525178;27188,485050356;4,70288741885775;134894907;6,87771577994928e-05;0,000247757033017072;7,41450160677897e-05;0,0015847359202954;0;0,017294788457007;3504909;NA;726;726;0,294117647058823;0,8;0,538461538461538;0,832579185520362;6,5875500148248;213,529411764706;1,93751471024259;390,923076923077;3,54714231567489;604,452488687783;5,48465702591748;213,529411764706;1,93751471024259;390,923076923077;3,54714231567489;604,452488687783;5,48465702591748;0,00186631234222853;0,00139052385893624;0,00136062446456831;0,00132882586640504;0,000369408864244537;0,000274707079770252;0,00182089404180632;0,00177797166241121;0,000471386690460196;0,00033987850567583;0,000948045257911755;0,000930172499105467;0,000908609222698721;0,000264607974936832;0,000203328806307894;5,6;5,4;35,359949;33,06465336;0,733;0,693;0,872;0,653;616,429;Vale do Paraíba e Litoral Norte;79,79;7,16;8,86;8,33;7,59;7,72;14,94;13,5;10,58;7,47;7,1;0,000201489231382128;0,0132012862117787;3,58922972814415;-1,1136576907136;-0,236802966247508;-0,0336812147578977;0,909488139825218;16,02;0,00345886227134892;0,00323433956372885;2;1;2;2;3;3;3;4;3;4;4;4;NA;3;Até 20 mil;FALSE
BARAO DE ANTONINA;2018;2016;199;19340247;3116;380130;10889,3;26,43;0,166214;0,01067967;135942,42525178;27188,485050356;2,90364048137736;38202441;1,94777947619832e-05;7,55170610272128e-05;8,58277295592001e-06;0,000611509112639802;0,00481479524823612;0,01067871821588;3505005;NA;237;225;0,411764705882353;0,0999999999999996;0,358974358974359;0,770739064856712;5,41610040220442;97,5882352941177;2,25155417576152;85,0769230769231;1,96289338399723;182,665158371041;4,21444755975875;92,6470588235294;2,230158989143;80,7692307692307;1,9442411700221;173,41628959276;4,1744001591651;0,00124420822815236;0,00128724219550076;0,00103557815094331;0,00102107878460791;0,000105982712916007;8,30163051207129e-05;0,00099805895768076;0,000983881813159647;9,73939443099579e-05;7,39680494446021e-05;0,00132726336107646;0,00107066674093738;0,00105587992632407;0,000114809245323832;9,29263056927812e-05;6;7,3;16,16971842;15,73955297;0,711;0,676;0,82;0,649;153,142;NA;61,39;8,12;9,05;8,09;7,51;6,1;13,64;13,19;12,16;7,96;7,24;9,59136149317727e-05;0,00640439410980357;1,74125773510982;-1,16238274626753;-0,400319100702215;-0,0738510647972699;0,885264997087944;17,17;0,00518925494865212;0,00505120441912709;4;4;1;1;5;3;5;5;5;2;2;5;NA;4;Até 20 mil;FALSE
BARBOSA;2018;2016;200;109234039;6593;933366;16318,6;24,54;0;0,01889142;135942,42525178;27188,485050356;5,13629090249996;222366855;0,000113375372101424;0,000159783049856359;2,10740232625029e-05;0,000916401660852752;0,00447049093423059;0,0188843036876254;3505104;NA;459;459;0,323529411764706;1,3;0,666666666666667;0,990196078431373;6,12905021006055;148,5;1,98292800913724;306;4,0860334733737;454,5;6,06896148251093;148,5;1,98292800913724;306;4,0860334733737;454,5;6,06896148251093;0,00231067242371152;0,00165376614744862;0,00150557772867225;0,00147039148702783;0,000277765964970434;0,000206557785917349;0,00209752903722211;0,00204808577744924;0,000368983914728584;0,000266044214005992;0,00104284978370293;0,000951974760271355;0,000929906063435319;0,000184022818933342;0,000141405942568672;5,7;6,4;25,04326718;22,82967604;0,699;0,676;0,843;0,599;205,212;NA;84,56;7,6;9,53;8,65;8,45;7,23;14,29;13,97;10,33;7,1;5,71;0,000139119374031223;0,0167117849708624;4,54368115845057;-0,59260974404939;-0,115376982203432;-0,0259578691791805;0,747810858143608;17,13;0,00379846309419081;0,00346271440012134;4;4;1;1;5;4;4;4;4;4;3;3;NA;2;Até 20 mil;FALSE
BARIRI;2018;2016;201;659594143;31593;9366954;38083,35;13,64;0;0,06970941;135942,42525178;27188,485050356;18,9529325165414;1238307912;0,000631360372026384;0,000765664476583034;0,0002114919618829;0,0021386421133453;0,00248482055187063;0,0697535980887688;3505203;NA;1653;1653;0,441176470588235;0,199999999999999;0,384615384615384;0,82579185520362;7,41034709782102;729,264705882353;3,26927077845045;635,76923076923;2,85013349916193;1365,03393665158;6,11940427761238;729,264705882353;3,26927077845045;635,76923076923;2,85013349916193;1365,03393665158;6,11940427761238;0,00133308024444895;0,00137918806660795;0,00151809149220421;0,00148261279650768;0,00083423535452457;0,000620370489893935;0,00146309074886643;0,00142860256077283;0,000766629475925526;0,000552754004213053;0,00142206788686763;0,00156952912623976;0,00153314427245179;0,000903712773906163;0,000694426687658984;6,1;6,6;106,64892247;101,37023426;0,75;0,736;0,867;0,662;444,405;NA;94,88;6,9;8,12;7,68;8,19;8,31;14,38;13,73;11,44;7,47;7,41;0,000617729463656885;0,06773416901856;18,415894417594;-0,537038098947331;-0,0283353564667961;-0,0052977888713358;0,990679094540612;15,02;0,00337571368562656;0,00320862957807109;2;2;1;3;2;2;2;2;2;4;4;2;NA;1;20 mil a 50 mil;FALSE
BARRA BONITA;2018;2016;202;1253485725;35246;12951988;11832,1;10,5;0,093569;0,1085098;135942,42525178;27188,485050356;29,5021707511712;2310870340;0,00117821419327824;0,000854195870656336;0,000292436725151397;0,000664453819039369;0,00191280174447519;0,108629391156589;3505302;NA;1399;1399;0,61764705882353;0,3;0,41025641025641;1,02790346907994;7,24351297466548;864,088235294118;4,47393448435221;573,948717948718;2,97169763063199;1438,03695324284;7,4456321149842;864,088235294118;4,47393448435221;573,948717948718;2,97169763063199;1438,03695324284;7,4456321149842;0,00142195226074555;0,00171674277149465;0,00184709985728384;0,00180393204157958;0,00087885087344475;0,000653548358920066;0,00152549461738702;0,00148953543622141;0,000692084460137809;0,000499005671720306;0,00199089504161469;0,00214787056745648;0,00209807859147727;0,00107078756138694;0,000822809504203803;6,7;6,7;131,85254472;111,82508963;0,788;0,762;0,869;0,739;150,121;NA;97,9;5,76;7,01;7,67;8,11;8,4;16,35;15,77;11,8;7,48;6,57;0,000681439212849689;0,109669841803931;29,8175685436109;0,315397792439725;0,010690663920966;0,00282045642425411;1,10023492560689;12,77;0,00374092222436589;0,00317270299126142;4;4;1;5;1;2;2;1;2;4;3;2;5;NA;20 mil a 50 mil;FALSE
BARRA DO CHAPEU;2018;2016;737;30369922;5244;219449;18219,8;0;0;0,01027464;135942,42525178;27188,485050356;2,7935189603779;62573345;3,19034789290236e-05;0,000127089688070187;4,95483372110513e-06;0,00102316712097882;0;0,0102718810688587;3505351;NA;424;424;0,411764705882353;-0,7;0,153846153846154;0,565610859728507;6,04973345523196;174,588235294118;2,49106671686022;65,2307692307692;0,930728223881839;239,819004524887;3,42179494074206;174,588235294118;2,49106671686022;65,2307692307692;0,930728223881839;239,819004524887;3,42179494074206;0,000533232097779581;0,000944649360690379;0,000848873117700718;0,000829034451070591;0,00014656448231046;0,000108991160826322;0,000477781077437536;0,00046651875233638;7,86572045474708e-05;5,67132965000204e-05;0,00132726336107646;0,00119592472831868;0,00116820077872525;0,000216351644521355;0,000166247905543203;6;6,2;16,80224183;14,35492922;0,66;0,617;0,779;0,599;405,681;NA;29,44;8,7;11,27;9,25;7,61;7,82;14,57;11,96;9,31;6,27;5,21;8,74760011421044e-05;0,00562905984927291;1,53045609559516;-1,26306286478274;-0,452140430295085;-0,087988094223619;0,57486229344016;19,97;0,003204088831045;0,00273740069031274;3;2;2;1;5;5;4;5;5;5;4;5;NA;5;Até 20 mil;FALSE
BARRA DO TURVO;2018;2016;203;25692306;7729;2871893;34581,11;0;3,62861;0,03152984;135942,42525178;27188,485050356;8,57248583480117;44028806;2,24484096941129e-05;0,000187314301886819;6,48430946589219e-05;0,00194196724217345;0;0,0315351074548946;3505401;NA;684;684;0,147058823529412;0,699999999999999;0,512820512820513;0,659879336349924;6,52795791762255;100,588235294118;0,959993811415081;350,769230769231;3,34767072698592;451,357466063348;4,307664538401;100,588235294118;0,959993811415081;350,769230769231;3,34767072698592;451,357466063348;4,307664538401;0,00177744032593194;0,00110209092080544;0,00106863815338049;0,00104366344793738;0,000275845417178649;0,000205129590423125;0,0017184970712229;0,00167798840812285;0,000422967986717532;0,000304967726462374;0,000474022628955878;0,000460879000282762;0,000450194894611266;0,00012465003778016;9,57829914012392e-05;5,1;5,9;35,63369172;33,83226774;0,641;0,625;0,792;0,532;1007,684;NA;41,07;9,35;11,49;9,24;6,9;6,42;13,08;11,24;10,22;7,78;6,03;0,000206166916332885;0,00802377244286077;2,18154217110179;-6,39094366369938;-0,745518136379355;-0,188900836113429;0,662667946257198;20,84;0,00461038837107;0,0043773150135852;2;1;2;1;5;4;4;5;3;2;2;5;NA;5;Até 20 mil;FALSE
BARRETOS;2018;2016;204;2049023898;112101;70502506;129609,4;16,24;0;0,21792946;135942,42525178;27188,485050356;59,2517186524216;3829475997;0,00195248642660052;0,00271679655269948;0,00159184226927995;0,00727845951381422;0,00295846669812163;0,218081922037434;3505500;NA;5844;5844;0,529411764705882;0,5;0,461538461538462;0,990950226244344;8,67317077287059;3093,88235294118;4,5916786444609;2697,23076923077;4,00300189517104;5791,11312217195;8,59468053963194;3093,88235294118;4,5916786444609;2697,23076923077;4,00300189517104;5791,11312217195;8,59468053963194;0,00159969629333874;0,00165502567992954;0,00213215385248564;0,00208232415638433;0,00353921699589226;0,00263190210013805;0,00205490551310726;0,00200646698124892;0,00325240120312797;0,00234504130716594;0,00170648146424116;0,00220439781810619;0,00215329542633696;0,00383397274098557;0,00294608316709917;6,4;6,7;554,45774524;503,4767238;0,789;0,762;0,875;0,738;1566,161;NA;96,95;6,32;7,31;7,99;8,8;8,84;15,51;14,12;11,3;7,41;6,36;0,00306808412575034;0,231799734522608;63,0228361674443;3,77111751502273;0,063645706838389;0,00749015264610477;1,01027146001467;13,63;0,00494605530048795;0,00449127772098376;1;1;1;4;1;2;1;1;1;2;2;1;4;NA;50 mil a 150 mil;FALSE
BARRINHA;2018;2016;205;208379830;28496;3178285;10779,9;0;0;0,02986021;135942,42525178;27188,485050356;8,11853873185491;402861396;0,000205401837772985;0,000690607885440134;7,17609726783107e-05;0,000605365549975279;0;0,0298641188885845;3505609;NA;2531;2531;0,382352941176471;0,5;0,461538461538462;0,843891402714932;7,83636976054512;967,735294117648;2,99625902609078;1168,15384615385;3,61678604332852;2135,88914027149;6,6130450694193;967,735294117648;2,99625902609078;1168,15384615385;3,61678604332852;2135,88914027149;6,6130450694193;0,00159969629333874;0,00140941684615005;0,00164055306726122;0,00160221237215406;0,00130534061191943;0,000970703040218678;0,00185664503160261;0,00181287992467226;0,00140859470313431;0,00101562278378456;0,00123245883528528;0,0014384601735061;0,00140511376265087;0,00119922812663176;0,000921505194758764;5,9;5,8;83,97777065;79,73731113;0,725;0,711;0,829;0,646;146,025;Ribeirão Preto;98,89;8,23;9,11;9,1;10,4;10,41;16,54;12,42;8,15;4,25;3,29;0,000485902856961367;0,0424693562952516;11,5467745873169;3,428235855462;0,422272525720737;0,0429941241669507;0,434832756632065;17,34;0,00294700205818361;0,00279819311938518;4;5;2;1;4;5;2;1;2;5;5;1;1;NA;20 mil a 50 mil;FALSE
BARUERI;2018;2016;206;25175796096;240749;1000033773;0;0;0,224977;2,09751374;135942,42525178;27188,485050356;570,282209629063;49154039367;0,0250615475202977;0,00583461390412082;0,0225792829345515;0;0;2,09764966716275;3505708;NA;25827;25827;0,5;0,399999999999999;0,435897435897436;0,935897435897436;10,1591757353261;12913,5;5,07958786766303;11257,9230769231;4,42835865386008;24171,4230769231;9,50794652152311;12913,5;5,07958786766303;11257,9230769231;4,42835865386008;24171,4230769231;9,50794652152311;0,00151082427704215;0,00156307980882235;0,002358715336959;0,00230359076501821;0,0147722742699013;0,0109852489180214;0,0022732586319309;0,00221967304857309;0,0135751389824717;0,00978792580503242;0,00161167693844998;0,00243863590625247;0,00238210340270877;0,0160025499817893;0,0122966036320575;6,3;6,5;2939,64130812;2598,02784045;0,786;0,791;0,866;0,708;65,701;São Paulo;100;7,73;9,21;8,87;9,65;9,84;17,04;13,81;9,26;4,47;2,71;0,0158318500116173;2,24789423808521;611,16838886961;40,8861792405472;0,0716946426702341;0,0157373907253686;0,423848878394333;16,94;0,0122103988308155;0,0107914377233135;5;5;2;1;1;5;1;1;1;1;1;1;3;NA;150 mil a 250 mil;FALSE
BASTOS;2018;2016;207;799289687;20445;3198429;13499,9;0;0;0,06884469;135942,42525178;27188,485050356;18,7178282486139;1464562108;0,000746717733450632;0,000495489830777075;7,22157943930505e-05;0,000758112263389388;0;0,0689281064982819;3505807;NA;1286;243;0,480985847694233;0,444517184942717;0,447312098703261;0,928297946397494;5,49306144334055;618,547800134784;3,44351808571952;575,243358932393;3,20243788716426;1193,79115906718;6,64595597288378;116,879560989699;2,64208481476166;108,696839984892;2,45711284252662;225,576400974591;5,09919765728828;0,00155038759689922;0,00155038759689922;0,00126500035451446;0,00161018604482014;0,000137860168737656;0,000542545343596527;0,00126133708118538;0,00160519181563392;0,000131069887373373;0,000500131265651423;0,00155038759689922;0,00126842631026412;0,00161485859935631;0,000144838426188659;0,00058899888688106;NA;NA;69,51702261;59,23710359;0,751;0,696;0,848;0,718;170,912;NA;86,12;7,14;8,13;8,57;8,21;7,84;14,81;15;11,04;6,96;5,33;0,000360978787277768;0,0607201158541106;16,5088796215537;-2,20894862706021;-0,11801308344753;-0,0372899499332225;0,804846103470858;15,27;0,00340019675275128;0,00289738829004647;4;4;2;3;2;3;2;3;3;5;4;3;NA;2;20 mil a 50 mil;TRUE
BATATAIS;2018;2016;208;1229037753;56476;18219294;64897,41;0;0;0,12399656;135942,42525178;27188,485050356;33,7127861785557;2327249755;0,00118656535816038;0,00136871037823263;0,000411364701073727;0,00364443606124557;0;0,124063109020117;3505906;NA;2813;2015;0,470588235294118;0,2;0,384615384615385;0,855203619909502;7,60837447438078;1323,76470588235;3,73741496870111;1081,92307692308;3,05461800326533;2405,68778280543;6,79203297196644;948,235294117647;3,58041151735566;775;2,92629787476184;1723,23529411765;6,5067093921175;0,00133308024444895;0,00142830983336385;0,00161417349178192;0,00164557766437823;0,00105314876642838;0,00109331912436679;0,00150218905544266;0,00153109849167796;0,000934518084688406;0,000940651551029231;0,00151687241265881;0,00171890324822759;0,00175268331727345;0,00117506351404455;0,00126052657221841;6,2;6,6;187,46124394;170,61646345;0,761;0,766;0,84;0,685;849,526;Ribeirão Preto;88,44;6,57;7,69;8,42;8,51;8,6;14,89;13,8;11,74;7,25;6,52;0,0010397018141211;0,11471386492568;31,1889620160041;-2,52382416255164;-0,0748625209789694;-0,0147923835221872;0,965638148667602;14,26;0,00331930809441179;0,0030210436902401;1;1;2;4;2;2;1;3;1;4;4;3;NA;1;50 mil a 150 mil;FALSE
