municipio;ano_distribuicao;ano_calculo;codigo;valor_adicionado;pop;receita_tributaria;area_cultivada;area_inundada;ind_protegida;ind_participacao;total_icms_estado;montante_disponivel;total_recebido_municipio;valor_adicionado_2anos;share_valor_adicionado_2anos;share_pop;share_receita_tributaria;share_area_cultivada;share_area_inundada;ind_participacao_calculado;Codmun7;nota_ideb;matriculas_rede_publica;matriculas_rede_municipal;nota_ideb_imp_norm;evolucao_ideb;evolucao_ideb_norm;evolucao_e_nota;log_matriculas_rede_municipal;nota_X_matriculas_publica;nota_X_log_matriculas_publica;evolucao_X_matriculas_publica;evolucao_X_log_matriculas_publica;evolucao_e_nota_X_matriculas_publica;evolucao_e_nota_X_log_matriculas_publica;nota_X_matriculas_municipal;nota_X_log_matriculas_municipal;evolucao_X_matriculas_municipal;evolucao_X_log_matriculas_municipal;evolucao_e_nota_X_matriculas_municipal;evolucao_e_nota_X_log_matriculas_municipal;share_evolucao;share_evolucao_e_nota;share_evolucao_e_nota_X_log_matriculas_municipal;share_evolucao_e_nota_X_log_matriculas_publica;share_evolucao_e_nota_X_matriculas_municipal;share_evolucao_e_nota_X_matriculas_publica;share_evolucao_X_log_matriculas_municipal;share_evolucao_X_log_matriculas_publica;share_evolucao_X_matriculas_municipal;share_evolucao_X_matriculas_publica;share_nota;share_nota_X_log_matriculas_municipal;share_nota_X_log_matriculas_publica;share_nota_X_matriculas_municipal;share_nota_X_matriculas_publica;nota_ideb_2015;nota_ideb_2017;receitas_correntes_2018;receitas_correntes_2017;IDH;IDHM_renda;IDHM_longevidade;IDHM_educacao;area_geografica;regiao_metrop;pop_urbana;faixa_5_a_9;faixa_10_a_14;faixa_15_a_19;faixa_20_a_24;faixa_25_a_29;faixa_30_a_39;faixa_40_a_49;faixa_50_a_59;faixa_60_a_69;faixa_70_ou_mais;share_rcl_2017;ind_secretaria;transf_secretaria;var_transf_secretaria;var_perc_transf_secretaria;var_transf_perc_rc2017_secretaria;idosos_sobre_jovens;fracao_pop_abaixo_15;receitas2018_pc;receitas2017_pc;quintil_area_cultivada;quintil_area_geografica;quintil_area_inundada;quintil_fracao_pop_abaixo_15;quintil_IDH;quintil_idosos_sobre_jovens;quintil_pop;quintil_pop_urbana;quintil_receitas_correntes_2018;quintil_receitas2017_pc;quintil_receitas2018_pc;quintil_var_perc_transf_secretaria;quintil_ben_var_perc_transf_secretaria;quintil_prej_var_perc_transf_secretaria;faixa_pop;nota_imputada
SALTO;2018;2016;600;3017963918;105516;70131107;5021,6;0,16;0,095672;0,27230949;135942,42525178;27188,485050356;74,0368249793507;5851954837;0,00298366209822773;0,00255720738489968;0,00158345662938556;0,000281997388264813;2,91474551539077e-05;0,272358999702101;3545209;NA;6567;3846;0,588235294117647;0,699999999999999;0,512820512820513;1,10105580693816;8,25478892614873;3862,94117647059;5,17047787422998;3367,69230769231;4,50759609548255;7230,63348416289;9,67807396971253;2262,35294117647;4,85575819185219;1972,30769230769;4,23322509033268;4234,66063348416;9,08898328218487;0,00177744032593194;0,00183891742214394;0,00225477964316728;0,00234480934125211;0,00258799691349183;0,00328612462765354;0,00217308854808246;0,00225939006956324;0,00237826736391173;0,00292795768958832;0,00189609051582351;0,00233117854976259;0,00242472682011113;0,00280353242866957;0,00367840295047917;6,6;6,8;386,46252361;347,68281036;0,78;0,755;0,837;0,751;133,057;Sorocaba;99,3;6,78;8,18;8,52;9,03;9,2;15,79;14,68;10,63;6,06;4,78;0,00211870789817391;0,284379421383299;77,3184564690871;3,28163148973643;0,0443243141592268;0,00943857847426664;0,724598930481283;14,96;0,00366259641769969;0,00329507193563062;5;5;2;3;1;4;1;1;1;4;4;2;4;NA;50 mil a 150 mil;FALSE
SALTO DE PIRAPORA;2018;2016;602;849661361;40132;13252211;16437,1;0;0;0,0830155;135942,42525178;27188,485050356;22,5706568069783;1626781759;0,000829426612407831;0,000972609336695797;0,000299215316278499;0,000923056251124654;0;0,0830463644486055;3545308;NA;2761;2503;0,5;0,3;0,41025641025641;0,91025641025641;7,82524529143177;1380,5;3,96167410596508;1132,71794871795;3,25060439463801;2513,21794871795;7,21227850060309;1251,5;3,91262264571589;1026,87179487179;3,21035704263868;2278,37179487179;7,12297968835456;0,00142195226074555;0,00152025570447105;0,00176705678747107;0,00174739499334786;0,00139241835019578;0,00114218863589641;0,00164800830944374;0,00162933482365117;0,00123823259737308;0,000984813909663877;0,00161167693844998;0,00187839295628703;0,00185785099384143;0,0015508724437379;0,00131455154017543;6,3;6,7;129,86097444;121,01417912;0,729;0,699;0,834;0,665;280,509;Sorocaba;78,4;7,35;9,15;8,84;8,56;8,49;15,08;13,53;10,61;6,72;5,06;0,000737435643790095;0,0923913492719499;25,1198081846263;2,54915137764801;0,11294094803922;0,0210648983134466;0,713939393939394;16,5;0,00323584606897239;0,0030154036459683;4;3;2;2;4;4;2;4;2;4;4;1;2;NA;20 mil a 50 mil;FALSE
SALTO GRANDE;2018;2016;601;162947200;8787;2184634;18027,9;5,1;0;0,02215761;135942,42525178;27188,485050356;6,02431848236619;323524328;0,000164951251709087;0,000212955203865892;4,93258033140856e-05;0,00101239061571994;0,000929075133030807;0,0221538264041913;3545407;NA;626;626;0,411764705882353;0;0,333333333333333;0,745098039215686;6,4393503711001;257,764705882353;2,65149721162945;208,666666666667;2,14645012370003;466,43137254902;4,79794733532948;257,764705882353;2,65149721162945;208,666666666667;2,14645012370003;466,43137254902;4,79794733532948;0,00115533621185576;0,00124441809114946;0,00119026668273165;0,00116244944664857;0,000285057778412678;0,000211980267538208;0,00110186113029869;0,00107588789935303;0,000251616482156964;0,000181420128505176;0,00132726336107646;0,00127294506445515;0,00124343562797767;0,000319424833656528;0,000245450917146333;6;7,3;32,78847846;29,49411362;0,704;0,664;0,825;0,637;188,441;NA;90,28;7,61;8,57;8;7,17;7,77;15,11;13,02;11,07;8,09;6,66;0,000179731092864871;0,0191878369025207;5,21688216772853;-0,807436314637654;-0,134029486820975;-0,02737618512767;0,911619283065513;16,18;0,00373147586889723;0,00335656237851371;3;4;2;2;5;3;3;3;4;4;3;3;NA;2;Até 20 mil;FALSE
SANDOVALINA;2018;2016;603;540137726;3699;1245471;41498,9;13,42;0;0,05350778;135942,42525178;27188,485050356;14,5479547660774;1055223716;0,000538013551757734;8,96462158984789e-05;2,81208923688808e-05;0,00233044874459588;0,00244474280103401;0,0535095280302155;3545506;NA;311;311;0,205882352941176;-0,5;0,205128205128205;0,411010558069382;5,73979291217923;64,0294117647059;1,18172207015455;63,7948717948718;1,17739341788292;127,824283559578;2,35911548803747;64,0294117647059;1,18172207015455;63,7948717948718;1,17739341788292;127,824283559578;2,35911548803747;0,000710976130372775;0,000686445202101675;0,000585245391388687;0,000571567860584052;7,81193299660736e-05;5,8092631459929e-05;0,000604404466663494;0,000590157356600738;7,69257566486271e-05;5,54648906022213e-05;0,000663631680538229;0,000567327497145101;0,000554175700412934;7,93459451015817e-05;6,09706351697362e-05;5,3;5,7;36,63138643;32,30783146;0,709;0,665;0,812;0,659;455,856;NA;69,78;7,81;9,71;9,22;7,81;8,06;15,17;14,36;9,6;5,54;5,36;0,000196877313595969;0,0441998592682952;12,0172721294388;-2,53068263663855;-0,173954530195512;-0,0783303156626826;0,622146118721461;17,52;0,00990305121113814;0,00873420693701;2;2;1;1;5;5;5;5;3;1;1;4;NA;3;Até 20 mil;FALSE
SANTA ADELIA;2018;2016;604;217544801;14333;4551522;28833,3;0;0;0,02933699;135942,42525178;27188,485050356;7,97628314037444;422000720;0,000215160162502944;0,000347363939570938;0,000102766632283364;0,00161918816613347;0;0,0293400764182616;3545605;NA;818;818;0,529411764705882;0,9;0,564102564102564;1,09351432880845;6,70686233660275;433,058823529412;3,55069182526028;461,435897435898;3,78335824116052;894,494720965309;7,3340500664208;433,058823529412;3,55069182526028;461,435897435898;3,78335824116052;894,494720965309;7,3340500664208;0,00195518435852513;0,00182632209733473;0,00181941877087049;0,00177689787852128;0,000546667083234077;0,000406523320302202;0,00194215339173312;0,00189637266929153;0,000556413149778414;0,000401184152442755;0,00170648146424116;0,00170463525835227;0,0016651183716631;0,000536651215285112;0,000412370984032704;6,4;6,8;48,41941144;44,72074158;0,76;0,75;0,835;0,702;330,269;NA;94,61;6,81;7,79;8,02;8,27;8,83;15,9;13,4;10,93;7,31;6,39;0,000272519047748243;0,0278854675140407;7,58163616627684;-0,394646974097594;-0,0494775532854352;-0,00882469655364768;0,938356164383562;14,6;0,00337817703481476;0,00312012429916975;2;3;2;3;2;3;3;2;3;4;4;3;NA;1;Até 20 mil;FALSE
SANTA ALBERTINA;2018;2016;605;235783758;5723;761383;20932,2;30,23;0;0,02864873;135942,42525178;27188,485050356;7,78915567316686;448775744;0,000228811604886408;0,000138698376206271;1,71909015902382e-05;0,00117548704210545;0,00550704730814143;0,0286594753441852;3545704;NA;341;341;0,5;0,5;0,461538461538462;0,961538461538462;5,83188247728352;170,5;2,91594123864176;157,384615384615;2,69163806643855;327,884615384615;5,60757930508031;170,5;2,91594123864176;157,384615384615;2,69163806643855;327,884615384615;5,60757930508031;0,00159969629333874;0,00160590391317364;0,00139111881626234;0,00135860754707116;0,000200385449045693;0,000149014565875044;0,00138172852445717;0,00134915821856009;0,000189779057198261;0,000136834203583776;0,00161167693844998;0,00139990077745139;0,00136744825124229;0,000211285458775319;0,000162354971097364;6,3;6,5;28,81983621;25,87927314;0,728;0,716;0,809;0,665;272,692;NA;85,46;5,5;6,45;7,83;7,67;7,88;14,03;13,59;13,28;9,45;9,4;0,000157702994703548;0,0245677427961179;6,67959707733244;-1,10955859583442;-0,142449148841225;-0,0428744111100803;1,57740585774059;11,95;0,00503579175432466;0,00452197678490302;3;3;1;5;4;1;4;3;4;2;2;3;NA;2;Até 20 mil;FALSE
SANTA BARBARA D'OESTE;2018;2016;606;3049672932;180009;83214266;20899,3;0;0;0,30030823;135942,42525178;27188,485050356;81,6492582185387;5875248467;0,00299553852634397;0,00436256438974568;0,00187885500163506;0,0011736394807557;0;0,300390233713077;3545803;NA;9810;8109;0,676470588235294;0,5;0,461538461538462;1,13800904977376;9,00072983494456;6636,17647058824;6,21754775614313;4527,69230769231;4,24207271656588;11163,8687782805;10,459620472709;5485,5;6,08872900599191;3742,61538461538;4,15418300074364;9228,11538461539;10,2429120067355;0,00159969629333874;0,00190063451370904;0,00254104433493788;0,00253416287859685;0,00563972799706534;0,00507367220487007;0,0021325129925575;0,00212629897780317;0,00451295711091114;0,00393649131131038;0,00218050409319704;0,00292310981998703;0,00291575656377549;0,00679769140241649;0,00631915682744491;6,9;7,1;530,07022983;498,43007787;0,781;0,752;0,867;0,731;271,03;Campinas;99,22;6,26;7,35;8,28;9,29;9,35;15,91;15,08;11,8;6,07;4,64;0,00303733089817459;0,347224342810554;94,4050385362444;12,7557803177057;0,156226530357008;0,0255919152636544;0,786921381337252;13,61;0,00294468737579788;0,00276891754228955;3;3;2;4;1;4;1;1;1;5;5;1;2;NA;150 mil a 250 mil;FALSE
SANTA BRANCA;2018;2016;608;87438039;13763;3745830;17245,1;7,25;0;0,01918736;135942,42525178;27188,485050356;5,21675250515799;199699877;0,000101818447103924;0,000333549843041569;8,45752990331567e-05;0,000968431010109433;0,00132074406166144;0,0191636666895619;3546009;NA;976;976;0,382352941176471;0,300000000000001;0,41025641025641;0,792609351432881;6,88346258641309;373,176470588235;2,63191216539324;400,410256410257;2,82398465083614;773,586726998492;5,45589681622938;373,176470588235;2,63191216539324;400,410256410257;2,82398465083614;773,586726998492;5,45589681622938;0,00142195226074555;0,00132376863744745;0,00135348968025585;0,00132185782622018;0,000472774617630486;0,000351573952791765;0,00144966746953926;0,0014154956969398;0,000482826614077557;0,000348126901786289;0,00123245883528528;0,00126354256995726;0,00123425110228446;0,000462444350688502;0,000355349296754071;5,9;6,7;47,51332555;44,82734454;0,735;0,706;0,828;0,678;272,238;Vale do Paraíba e Litoral Norte;88,21;7,08;8,48;8,32;8,18;7,61;15,58;13,96;10,92;7,47;5,86;0,00027316866437176;0,0186820979760196;5,07937941530295;-0,13737308985504;-0,0263330663509941;-0,00306449314062001;0,856683804627249;15,56;0,00345225063939548;0,00325709108043304;3;3;2;3;3;3;3;3;3;4;4;2;NA;1;Até 20 mil;FALSE
SANTA CLARA D'OESTE;2018;2016;609;69209790;2084;375544;13372,9;31,63;0;0,01307806;135942,42525178;27188,485050356;3,55572638797659;107549326;5,48348127444952e-05;5,05062757319357e-05;8,47922786141064e-06;0,000750980339638068;0,00576208754073812;0,0131011834754856;3546108;NA;136;136;0,411764705882353;0;0,333333333333333;0,745098039215686;4,91265488573605;56;2,02285789412661;45,3333333333333;1,63755162857868;101,333333333333;3,66040952270529;56;2,02285789412661;45,3333333333333;1,63755162857868;101,333333333333;3,66040952270529;0,00115533621185576;0,00124441809114946;0,000908068220746858;0,000886846129561305;6,19294854059493e-05;4,60532210626139e-05;0,000840622602158504;0,000820807323822945;5,46642836634938e-05;3,94139576305174e-05;0,00132726336107646;0,000971144514551522;0,00094863142411044;6,93958105068496e-05;5,33247998912162e-05;NA;6,4;17,37077438;17,01663277;0,733;0,712;0,804;0,687;183,458;NA;75,38;6,14;7,63;7,97;7,92;7,29;14,73;12,86;13,05;8,73;8,65;0,000103695877897424;0,00876152547360081;2,38212604357309;-1,1736003444035;-0,330059238633191;-0,0689678363672826;1,26216412490922;13,77;0,0083353044049904;0,0081653708109405;4;4;1;4;3;1;5;5;5;1;1;4;NA;4;Até 20 mil;TRUE
SANTA CRUZ DA CONCEICAO;2018;2016;610;105552273;4002;4157644;12020,1;0;0;0,01490442;135942,42525178;27188,485050356;4,05228600354227;207686161;0,000105890312581392;9,69894987904062e-05;9,38734498291193e-05;0,000675011312466521;0;0,0149037036208047;3546207;NA;288;288;0,5;0,8;0,538461538461538;1,03846153846154;5,66296048013595;144;2,83148024006797;155,076923076923;3,04928641238089;299,076923076923;5,88076665244887;144;2,83148024006797;155,076923076923;3,04928641238089;299,076923076923;5,88076665244887;0,00186631234222853;0,00173437622622754;0,00145889067263981;0,00142479553509712;0,000182779736279097;0,000135922259735407;0,00156532413022423;0,00152842608198461;0,000186996373075119;0,000134827836962313;0,00161167693844998;0,00135935228628123;0,00132783975595872;0,000178446369874756;0,000137120914005985;6,3;6,8;24,54215408;22,99681433;0,79;0,83;0,876;0,679;150,13;NA;67,67;6,2;8;7,77;7,42;8,77;14,54;13,24;11,97;8,5;7,68;0,000140137880568097;0,0121640258481763;3,30721434925286;-0,745071654289412;-0,183864528228786;-0,0323989072398365;1,13943661971831;14,2;0,00613247228385807;0,00574633041729135;4;4;2;4;1;1;5;5;4;1;1;4;NA;3;Até 20 mil;FALSE
SANTA CRUZ DA ESPERANCA;2018;2016;781;56398501;1953;351688;10651,3;0;0;0,00907886;135942,42525178;27188,485050356;2,46840449384275;91461248;4,66321881687835e-05;4,73314570558879e-05;7,94059467898245e-06;0,000598143775216068;0;0,00909426473539565;3546256;NA;140;140;0,352941176470588;-0,4;0,230769230769231;0,583710407239819;4,9416424226093;49,4117647058824;1,7441090903327;32,3076923076923;1,14037902060215;81,7194570135747;2,88448811093484;49,4117647058824;1,7441090903327;32,3076923076923;1,14037902060215;81,7194570135747;2,88448811093484;0,000799848146669372;0,000974878140232471;0,000715578945583721;0,000698855442561944;4,99425386891869e-05;3,71392521608183e-05;0,000585403454166258;0,000571604238735795;3,89575777239832e-05;2,80891327004818e-05;0,00113765430949411;0,000837321287260938;0,000817910489397291;6,12315975060438e-05;4,70512940216614e-05;5,8;5,9;17,01585242;15,77904758;0,743;0,719;0,832;0,686;148,062;Ribeirão Preto;67,74;7,32;9,63;8,91;8,35;7,73;13,57;11,83;10,19;9,42;5,67;9,61542870031232e-05;0,00499827680042746;1,35895574065963;-1,10944875318312;-0,449459866059455;-0,0703115157970213;0,890265486725664;16,95;0,00871267405017921;0,00807938944188428;4;4;2;1;3;3;5;5;5;1;1;5;NA;5;Até 20 mil;FALSE
SANTA CRUZ DAS PALMEIRAS;2018;2016;611;255744745;29932;7759641;24331,7;0;0;0,03604191;135942,42525178;27188,485050356;9,79924931221277;478822020;0,000244130919096982;0,000725409714591314;0,000175201212538995;0,00136639235543312;0;0,0360602344638505;3546306;NA;1855;1855;0,588235294117647;1,4;0,692307692307692;1,28054298642534;7,52563997504154;1091,17647058824;4,42684704414208;1284,23076923077;5,21005844425952;2375,407239819;9,6369054884016;1091,17647058824;4,42684704414208;1284,23076923077;5,21005844425952;2375,407239819;9,6369054884016;0,00239954444000812;0,00213868615260302;0,00239070725996006;0,00233483501786451;0,00145172119728511;0,00107955744798472;0,0026745372850398;0,00261149270286248;0,00154856371452833;0,00111654302484415;0,00189609051582351;0,00212526457550958;0,00207599665206178;0,00135219777825847;0,00103904940964502;6,6;6,5;79,62573288;72,81101548;0,728;0,746;0,815;0,635;295,337;NA;96,89;7,37;8,15;8,57;9,78;9,74;15,63;13,06;9,81;6,08;4,55;0,000443695428634531;0,0478288336538553;13,0039352877381;3,20468597552532;0,327033824063577;0,0440137519631984;0,684922680412371;15,52;0,00266022093010825;0,00243254762394761;3;3;2;3;4;4;2;1;2;5;5;1;1;NA;20 mil a 50 mil;FALSE
SANTA CRUZ DO RIO PARDO;2018;2016;612;1508975978;43921;18033630;90330,2;0;0;0,14073292;135942,42525178;27188,485050356;38,2631489151295;2753822964;0,00140405683771957;0,00106443672573049;0,000407172682664004;0,00507266219560264;0;0,14090062229511;3546405;NA;2547;1965;0,61764705882353;0,8;0,538461538461538;1,15610859728507;7,58324752430336;1573,14705882353;4,84400296984025;1371,46153846154;4,22297694806586;2944,60859728507;9,06697991790612;1213,67647058824;4,68377052971678;1058,07692307692;4,08328712847104;2271,75339366516;8,76705765818782;0,00186631234222853;0,00193086329325113;0,00217491687732578;0,00219675312205566;0,00138837353919969;0,001338243855332;0,00209611922542858;0,00211672740377442;0,00127586067046045;0,00119238368313545;0,00199089504161469;0,00224860978646078;0,00227162444233819;0,0015040011137422;0,00149799557341464;6,7;6,9;171,30750586;153,02931605;0,762;0,744;0,867;0,686;1114,747;NA;91,42;6,91;8,02;8,15;7,92;8,34;14,45;13,79;11,32;7,74;6,71;0,000932529336815863;0,136584349325057;37,1352153973691;-1,12793351776034;-0,0294783244385396;-0,00737070220840434;0,967849966510382;14,93;0,00390035531659115;0,00348419471437353;1;1;2;3;2;2;2;2;2;3;3;2;NA;1;20 mil a 50 mil;FALSE
SANTA ERNESTINA;2018;2016;613;52491675;5568;1177001;9045,8;0;0;0,01036726;135942,42525178;27188,485050356;2,81870093523154;99556451;5,07595867973316e-05;0,000134941911360565;2,6574941077765e-05;0,000507983904485791;0;0,0103695750569292;3546504;NA;415;415;0,61764705882353;-0,399999999999999;0,230769230769231;0,84841628959276;6,0282785202307;256,323529411765;3,72334849778955;95,7692307692308;1,39114119697632;352,092760180996;5,11448969476587;256,323529411765;3,72334849778955;95,7692307692308;1,39114119697632;352,092760180996;5,11448969476587;0,000799848146669372;0,00141697404103557;0,00126879397738036;0,00123914151199455;0,000215180165656277;0,000160016503807513;0,000714129992949982;0,000697296416810417;0,000115481391110379;8,32642147907141e-05;0,00199089504161469;0,0017875252037678;0,00174608676080164;0,000317638912062602;0,000244078587737368;6,7;6,7;20,14789193;19,11613646;0,738;0,716;0,802;0,699;134,421;NA;92,4;7,17;8,39;9,23;10,6;9,77;15,52;13,95;8,6;5,37;4,31;0,000116489823751815;0,00848674101695188;2,30741631265639;-0,511284622575145;-0,181390163172152;-0,0267462320979448;0,622107969151671;15,56;0,00361851507363506;0,00343321416307471;5;5;2;3;3;5;4;2;5;4;4;4;NA;3;Até 20 mil;FALSE
SANTA FE DO SUL;2018;2016;614;357251052;29239;14974510;15119,8;28,91;0;0,04679453;135942,42525178;27188,485050356;12,7227237934344;712283226;0,000363162827433758;0,000708614681442451;0,000338102279367989;0,000849080793190681;0,00526658080312169;0,0467841851154887;3546603;NA;1380;1380;0,588235294117647;0,199999999999999;0,384615384615384;0,972850678733031;7,22983877815125;811,764705882353;4,25284634008897;530,76923076923;2,78070722236586;1342,53393665158;7,03355356245483;811,764705882353;4,25284634008897;530,76923076923;2,78070722236586;1342,53393665158;7,03355356245483;0,00133308024444895;0,00162479690038745;0,00174487210498395;0,00170409341228987;0,000820484564179499;0,00061014485692773;0,00142745138553891;0,00139380329370519;0,00064001734832258;0,000461464322936487;0,00189609051582351;0,00204172938020006;0,00199439797122445;0,00100594767331358;0,000772985544641579;6,6;7;127,63544524;143,26305856;0,784;0,763;0,84;0,751;206,537;NA;96,06;5,57;7,06;7,69;8,32;7,92;14,9;14,7;12,13;9,06;7,44;0,000873015762192377;0,0502875614695677;13,672426132342;0,949702338907636;0,0746461492308539;0,00662908043743804;1,30641330166271;12,63;0,00436524659666883;0,00489972497554636;4;4;1;5;1;1;2;1;2;2;2;1;3;NA;20 mil a 50 mil;FALSE
SANTA GERTRUDES;2018;2016;615;1494813334;21634;11446611;7611,7;0;0;0,12799924;135942,42525178;27188,485050356;34,8010542319693;2979797117;0,00151927141716613;0,000524305551432196;0,000258447539861985;0,0004274493229758;0;0,12795596073528;3546702;NA;1664;1664;0,588235294117647;0,8;0,538461538461538;1,12669683257919;7,41697962138115;978,823529411765;4,36292918904774;896;3,99375825766678;1874,82352941176;8,35668744671451;978,823529411765;4,36292918904774;896;3,99375825766678;1874,82352941176;8,35668744671451;0,00186631234222853;0,00188174152649523;0,00207311292739378;0,00202466305261795;0,00114579134608654;0,000852055879474243;0,00205016037379279;0,00200183369504905;0,00108042348887847;0,000779005280226696;0,00189609051582351;0,00209457854732293;0,00204602198795894;0,00121296878869115;0,000932063729191006;6,6;6,7;113,51990028;105,24251134;0,737;0,723;0,847;0,654;98,291;NA;98,94;7,45;8,26;8,18;9,58;10,87;17,52;13,56;8,28;4,66;4,04;0,000641326327778005;0,138990454156728;37,789398849824;2,98834461785473;0,0858693704488281;0,0283948432986408;0,553787396562699;15,71;0,00524729131367292;0,00486468111953407;5;5;2;2;3;5;2;1;2;2;2;1;3;NA;20 mil a 50 mil;FALSE
SANTA ISABEL;2018;2016;616;576231062;50453;21771017;11992,6;9,53;0,55075;0,07624788;135942,42525178;27188,485050356;20,7306434550134;1265518052;0,00064523366149406;0,00122274142490564;0,000491557351249506;0,0006734669982684;0,00173609529760463;0,0761341573909754;3546801;NA;3903;3903;0,411764705882353;0,5;0,461538461538462;0,873303167420814;8,26950076718061;1607,11764705882;3,40508855119202;1801,38461538462;3,81669266177567;3408,50226244344;7,22178121296769;1607,11764705882;3,40508855119202;1801,38461538462;3,81669266177567;3408,50226244344;7,22178121296769;0,00159969629333874;0,00145853861290594;0,00179156730305847;0,00174969731597832;0,00208309333340266;0,00154907080445455;0,00195926532085334;0,0019130812335278;0,00217216322652438;0,00156616978471401;0,00132726336107646;0,00163473325420127;0,00159683683708988;0,00199155770888407;0,00153034333805454;6;6,6;154,19180392;150,27048546;0,738;0,7;0,834;0,689;363,332;São Paulo;78,47;7,62;8,93;8,59;8,7;8,69;15,65;13,65;10,49;6,28;4,73;0,000915717587754399;0,0932921044553324;25,3647098730006;4,63406641798718;0,223537027591225;0,0308381676135644;0,665256797583082;16,55;0,00305614738310903;0,00297842517709551;4;2;1;2;3;4;1;4;2;5;5;1;1;NA;50 mil a 150 mil;FALSE
SANTA LUCIA;2018;2016;617;71722551;8248;738421;12630,7;0;0;0,01273583;135942,42525178;27188,485050356;3,46267923558876;124848122;6,36547307732258e-05;0,000199892400305665;1,66724536050388e-05;0,000709300703352791;0;0,0127484003146208;3546900;NA;520;520;0,411764705882353;1;0,58974358974359;1,00150829562594;6,25382881157547;214,117647058824;2,57510598123696;306,666666666667;3,68815545298041;520,78431372549;6,26326143421737;214,117647058824;2,57510598123696;306,666666666667;3,68815545298041;520,78431372549;6,26326143421737;0,00204405637482173;0,00167265913466243;0,00155377933298533;0,00151746659135043;0,000318275373912928;0,000236682188742845;0,00189328188494455;0,00184865316877451;0,000369787801253047;0,00026662383102997;0,00132726336107646;0,00123627075106372;0,00120761149921055;0,00026533692252619;0,000203888940760533;6;6,4;22,77310717;20,80613864;0,737;0,696;0,818;0,703;154,033;NA;94,01;6,83;9,47;8,71;10;9,06;16,03;13,26;9,37;5,46;4,04;0,000126788351202711;0,0114229293325974;3,10572143390597;-0,356957801682787;-0,103087169615379;-0,0171563694666791;0,582822085889571;16,3;0,00276104597114452;0,00252256773035887;4;4;2;2;3;5;4;2;4;5;5;3;NA;2;Até 20 mil;FALSE
SANTA MARIA DA SERRA;2018;2016;618;58090128;5413;1346746;18439,5;32,76;0,277724;0,01654062;135942,42525178;27188,485050356;4,4971439959362;106044976;5,40678088624608e-05;0,00013118544651486;3,04075320213965e-05;0,00103550478749981;0,0059679414427626;0,0165464822160263;3547007;NA;432;432;0,264705882352941;0,0999999999999996;0,358974358974359;0,6236802413273;6,06842558824411;114,352941176471;1,60634794982932;155,076923076923;2,17840918552353;269,429864253394;3,78475713535285;114,352941176471;1,60634794982932;155,076923076923;2,17840918552353;269,429864253394;3,78475713535285;0,00124420822815236;0,00104163336172126;0,000938916166767808;0,00091697314084587;0,000164661047824416;0,000122448484532878;0,00111826703118373;0,00109190707795444;0,000186996373075119;0,000134827836962313;0,00085324073212058;0,000771184176835801;0,000753306570712624;0,00014170741137113;0,000108890137592988;5,5;5,4;22,89231224;22,03415148;0,686;0,688;0,82;0,571;252,621;NA;88,16;7,81;8,17;9,26;9,88;9,57;13,93;13,34;9,27;6,06;4,63;0,000134271610154953;0,0108909154317473;2,96107491400752;-1,53606908192868;-0,341565465396868;-0,0697131034668132;0,668961201501877;15,98;0,00422913582856087;0,00407059883244042;3;3;1;2;5;4;4;3;4;3;3;5;NA;4;Até 20 mil;FALSE
SANTA MERCEDES;2018;2016;619;43997798;2831;391783;15847,1;0,05;0;0,00978242;135942,42525178;27188,485050356;2,65969179926304;79408698;4,04871071448106e-05;6,86100127625287e-05;8,84588045402681e-06;0,000889923691964976;9,10857973559615e-06;0,00978828027074979;3547106;NA;232;232;0,470588235294118;0,2;0,384615384615385;0,855203619909502;5,44673737166631;109,176470588235;2,56317052784297;89,2307692307693;2,09489898910243;198,407239819005;4,6580695169454;109,176470588235;2,56317052784297;89,2307692307693;2,09489898910243;198,407239819005;4,6580695169454;0,00133308024444895;0,00142830983336385;0,00115556602946482;0,00112855976816426;0,000121255838119793;9,01706494323125e-05;0,00107539781265216;0,00105004837888196;0,000107597119428144;7,75795093632356e-05;0,00151687241265881;0,00123054071430439;0,00120201429627137;0,000135292672584782;0,000103960954409766;6,2;6,7;16,68021736;15,1618698;0,739;0,683;0,847;0,699;166,753;NA;86,82;8,09;8,34;8,37;8,23;7,21;13,99;13,92;9,89;7,59;8,45;9,23933319081345e-05;0,00583868032239358;1,58744872659206;-1,07224307267098;-0,403145609941755;-0,0707197124638928;0,976262933657943;16,43;0,00589198776404098;0,00535565870717061;4;4;2;2;3;2;5;3;5;1;1;5;NA;4;Até 20 mil;FALSE
