municipio;nota_imputada;var_transf_secretaria;var_perc_transf_secretaria;var_transf_perc_rc2017_secretaria;pop;receitas_correntes_2017
ITAPURA;FALSE;-1,36563430897988;-0,260779130748126;-0,052710503643681;4357;25,90820073
ITAQUAQUECETUBA;FALSE;32,582021379989;0,35541197689023;0,0539474551887017;321770;603,95844931
ITARARE;FALSE;0,199859807613525;0,0103078905899598;0,00177745385176541;47934;112,44162959
ITARIRI;FALSE;0,109024104810348;0,0250915871714196;0,00287189816156987;15471;37,96238539
ITATIBA;FALSE;13,615820254837;0,194516610704186;0,0374581915855219;101471;363,49379611
ITATINGA;FALSE;-0,853886072329216;-0,0672827022066525;-0,0127044210407125;18052;67,2117265
ITIRAPINA;FALSE;-1,8981955275152;-0,154607879609343;-0,0277506529525711;15524;68,40183295
ITIRAPUA;FALSE;-0,715158235880618;-0,216647882592173;-0,0356764682323209;5914;20,04565674
ITOBI;TRUE;-1,85459800818231;-0,466165695254675;-0,101433149012979;7546;18,28394392
ITU;FALSE;8,13489797928067;0,07464407369377;0,0135472638163132;154147;600,48273139
ITUPEVA;FALSE;4,58637266315132;0,0607791929260344;0,018467116887556;44859;248,35347559
ITUVERAVA;FALSE;-1,27277913396652;-0,0626685498201947;-0,00932894496706476;38695;136,43334144
JABORANDI;FALSE;-1,08810647383923;-0,191282252181107;-0,0409417833695639;6592;26,57691933
JABOTICABAL;FALSE;0,0600515504894972;0,00139432635217968;0,000229496188788039;71662;261,66687476
JACAREI;FALSE;15,5085619944241;0,0718173949230936;0,0181860774491325;211214;852,77113978
JACI;FALSE;-0,842170281208044;-0,121910037519427;-0,0298879770803283;5657;28,17756046
JACUPIRANGA;FALSE;-0,757708773677773;-0,10438230096627;-0,0156453358669492;17208;48,43032966
JAGUARIUNA;FALSE;7,0139208134986;0,048111588427675;0,0194574041999682;44311;360,4756699
JALES;FALSE;1,50275144185735;0,0830101912657588;0,012005571073176;47012;125,17117534
JAMBEIRO;FALSE;-1,06934158809509;-0,152753849834896;-0,0342136101264149;5349;31,25485981
JANDIRA;FALSE;5,14248492254416;0,0983314646726538;0,0187511365030854;108344;274,24923933
JARDINOPOLIS;FALSE;2,58472824653751;0,0905130028781689;0,0199787405006064;37661;129,37393358
JARINU;FALSE;2,7202093046672;0,128696568230658;0,0248369739677687;23847;109,52257341
JAU;FALSE;7,07941136329823;0,125493268762246;0,0187758516306421;131040;377,04874871
JERIQUARA;FALSE;-0,989674285694901;-0,272725797068063;-0,055893084506238;3160;17,70656056
JOANOPOLIS;FALSE;-1,20073120039063;-0,229126310407713;-0,0332851026347087;11768;36,07413243
JOAO RAMALHO;FALSE;-1,80350739952569;-0,302720051314996;-0,0793807656102316;4150;22,71970276
JOSE BONIFACIO;FALSE;-3,72176408984337;-0,14485400484603;-0,036470882914507;32763;102,04754567
JULIO MESQUITA;FALSE;-1,12838469202313;-0,500520404586231;-0,0632698750711199;4430;17,83447005
JUMIRIM;FALSE;-0,776137479688099;-0,25314744333336;-0,0423217528864379;2798;18,33897291
JUNDIAI;FALSE;24,8377766826177;0,0480511902370622;0,0126528167323702;370126;1963,02350757
JUNQUEIROPOLIS;FALSE;0,0849948726743364;0,0050909672697524;0,00127748510885685;18726;66,5329655
JUQUIA;FALSE;-0,245051824160402;-0,03513055405323;-0,00479533087277535;19246;51,10217223
JUQUITIBA;FALSE;-1,27351949328152;-0,157314417238249;-0,0160886253706827;28737;79,15651362
LAGOINHA;FALSE;-0,969856725721873;-0,345209798380641;-0,0531696764072993;4841;18,24078669
LARANJAL PAULISTA;FALSE;0,585928228788802;0,0343409734080875;0,00697955908493338;25251;83,94917525
LAVINIA;FALSE;-2,71385111867164;-0,386280500749394;-0,0762248138207727;8779;35,60325021
LAVRINHAS;FALSE;-0,345754776257348;-0,0844213681016809;-0,0148868611258962;6590;23,22549887
LEME;FALSE;10,9089686329272;0,271906941870822;0,0355470484956142;91756;306,88816919
LENCOIS PAULISTA;FALSE;3,77429153236358;0,0759618143338848;0,0145791460070323;61428;258,88289551
LIMEIRA;FALSE;17,2341227238305;0,0955335177851343;0,0170983458560753;276022;1007,94093586
LINDOIA;FALSE;-0,233679690754108;-0,0715014538341492;-0,00754759465871366;6712;30,96081617
LINS;FALSE;-5,53954662893888;-0,113831480978592;-0,0274946055108127;71432;201,47758173
LORENA;FALSE;0,717685936081416;0,0221382433633316;0,00357551208447158;82537;200,72255921
LOURDES;FALSE;-0,805199659788391;-0,367472651739911;-0,0574380590379929;2128;14,01857363
LOUVEIRA;FALSE;6,97361106996661;0,0314696072446079;0,0154135141594333;37125;452,4348567
LUCELIA;FALSE;0,478494642904803;0,0543880247622035;0,00881016964677369;19882;54,31162646
LUCIANOPOLIS;FALSE;-1,40800831450352;-0,432227025154916;-0,0922846076820563;2249;15,25723899
LUIS ANTONIO;FALSE;-2,87271717468698;-0,096270520804482;-0,0399078865288249;11286;71,98369607
LUIZIANIA;FALSE;-0,659966592968582;-0,224013793353359;-0,0374372521930757;5030;17,62860665
LUPERCIO;FALSE;-0,63553618594938;-0,248883856566828;-0,0374802614747917;4353;16,95655689
LUTECIA;FALSE;-2,57403942778597;-0,524122556093883;-0,148430593778371;2714;17,34170404
MACATUBA;FALSE;1,0726410352618;0,0693515933084593;0,015635675969316;16259;68,60215301
MACAUBAL;TRUE;-2,1991949829003;-0,463265554702234;-0,0974299734279874;7663;22,57205771
MACEDONIA;FALSE;-1,82571780318243;-0,427184181505983;-0,0979474259976971;3664;18,63977317
MAGDA;FALSE;-1,61102999247153;-0,321553250148494;-0,0762853163137764;3200;21,11848086
MAIRINQUE;FALSE;3,4977181126925;0,145585060683718;0,0238384361629887;43223;146,7259886
MAIRIPORA;FALSE;6,49533378433015;0,250859234868998;0,0281355016130458;80956;230,85900062
MANDURI;FALSE;-1,09348702047878;-0,210703983969501;-0,0414897026080055;8992;26,35562445
MARABA PAULISTA;FALSE;-4,23534570399355;-0,607355404124508;-0,204241432091595;4812;20,736956554898
MARACAI;FALSE;-2,27189551873807;-0,142442818182541;-0,0472317867665934;13332;48,1009861
MARAPOAMA;FALSE;-0,85143756381123;-0,151560923442808;-0,0445930491815106;2633;19,09350402
MARIAPOLIS;FALSE;-1,43536163167057;-0,551663075241543;-0,0962459613539828;3916;14,91347389
MARILIA;FALSE;5,83637382182657;0,0571039619137173;0,00738189518664694;216745;790,63352625
MARINOPOLIS;FALSE;-0,949407697453605;-0,51441590678952;-0,0671462227982669;2113;14,13940588
MARTINOPOLIS;FALSE;-3,05756440103999;-0,186244567435639;-0,0405898902680041;24219;75,32822535
MATAO;FALSE;-4,69949777641753;-0,0624311087867313;-0,0198040244228252;76786;237,30014042
MAUA;FALSE;-30,1742551012111;-0,119340569552351;-0,0312941716836081;417064;964,21325371
MENDONCA;FALSE;-0,344712317638048;-0,0447355984815729;-0,0133567161322657;4640;25,80816379
MERIDIANO;FALSE;-1,1531689708039;-0,156030821060827;-0,0498139435992408;3855;23,14952175
MESOPOLIS;TRUE;-1,10492154987953;-0,389403899336603;-0,0694458195722031;1886;15,91055526
MIGUELOPOLIS;FALSE;-3,12420316388626;-0,136214244760864;-0,0385308674989617;20451;81,08312547
MINEIROS DO TIETE;FALSE;-0,139983061933211;-0,0250542618524446;-0,0044697677941862;12038;31,31774812
MIRA ESTRELA;FALSE;-0,862815701066314;-0,21509500035642;-0,0397195490810552;2820;21,72269628
MIRACATU;FALSE;-0,69865494036663;-0,0796981441365864;-0,0104041506714915;20592;67,15155926
MIRANDOPOLIS;FALSE;-3,13715896570113;-0,20379086825138;-0,0395206626555679;27483;79,38022176
MIRANTE DO PARANAPANEMA;FALSE;-5,18575328599914;-0,304823323199123;-0,0800919221191604;17059;64,74751946
MIRASSOL;FALSE;1,0669107732741;0,0422466037797947;0,00656982714001857;53792;162,3955624
MIRASSOLANDIA;FALSE;-0,969293259107877;-0,306495430270682;-0,0578120823646525;4295;16,76627479
MOCOCA;FALSE;-3,70809511101788;-0,0993399085460279;-0,0206784571385093;66290;179,32165278
MOGI DAS CRUZES;FALSE;42,6913846347297;0,217191806301868;0,0326637379022938;387779;1306,9963016
MOGI GUACU;FALSE;10,1024689515943;0,104502933492038;0,0207761093465083;137245;486,25412887
MOGI MIRIM;FALSE;0,934484004560616;0,01320809443435;0,00260981006648484;86505;358,06590547
MOMBUCA;FALSE;-0,972530310480612;-0,345097082770764;-0,0538073380964302;3266;18,07430631
MONCOES;TRUE;-1,07932686818707;-0,267253312964457;-0,051314048209009;2132;21,03375013
MONGAGUA;FALSE;7,49334169094091;0,565187026541323;0,0360181017856833;46293;208,0437702
MONTE ALEGRE DO SUL;FALSE;-0,394747412357037;-0,124490097126264;-0,0149116299195512;7152;26,47245234
MONTE ALTO;FALSE;0,458804784197316;0,0168631592758365;0,00340746299238888;46642;134,64703365
MONTE APRAZIVEL;FALSE;-0,868235064483507;-0,0597876102835687;-0,0132785840295053;21746;65,38611817
MONTE AZUL PAULISTA;FALSE;-0,789201774504246;-0,081606806369122;-0,0131764726516309;18931;59,89476815
MONTE CASTELO;FALSE;-1,90165383222938;-0,49696219540165;-0,0940261760746757;4063;20,22472796
MONTE MOR;FALSE;7,50954730943226;0,167976881400997;0,0375862759208324;48949;199,79492848
MONTEIRO LOBATO;FALSE;-0,411854519169583;-0,158862124429512;-0,0227259201068748;4120;18,12267742
MORRO AGUDO;FALSE;-4,99296356938225;-0,156121167031112;-0,04073880977951;29116;122,56036925
MORUNGABA;FALSE;0,130892948197067;0,0165871941369103;0,00327767091036052;11769;39,93474384
MOTUCA;FALSE;-1,29021455901392;-0,301717232134329;-0,064715057688322;4290;19,93685249
MURUTINGA DO SUL;FALSE;-1,08117774117705;-0,298052282834656;-0,0572748930363551;4186;18,87699276
NANTES;FALSE;-1,68448299270202;-0,338143219530911;-0,0911405284080371;2707;18,48226055
NARANDIBA;FALSE;-1,79372324139297;-0,166238440690641;-0,0609211165836693;4288;29,44337435
NATIVIDADE DA SERRA;FALSE;-2,38184959386079;-0,354014586651874;-0,0876268885871588;6678;27,1817205
NAZARE PAULISTA;FALSE;-0,858178671465069;-0,114073221180536;-0,0150272940837717;16414;57,1079974
NEVES PAULISTA;FALSE;-1,55168655721351;-0,2830456697304;-0,0584355652217061;8772;26,5538042
NHANDEARA;FALSE;-0,956916600706056;-0,125991300658988;-0,0267986341012104;10725;35,7076632
NIPOA;FALSE;-0,735518123053355;-0,25121449084467;-0,0408576263777461;4274;18,00197878
NOVA ALIANCA;FALSE;-1,04837728468856;-0,204794483734294;-0,0426868693429021;5891;24,55971358
NOVA CAMPINA;FALSE;-0,297070835966426;-0,0390814314069248;-0,0102871124010452;8515;28,87796151
NOVA CANAA PAULISTA;FALSE;-0,951600519949439;-0,487381466753704;-0,0639422912582474;2114;14,88217737
NOVA CASTILHO;TRUE;-1,41866874791114;-0,508046612309144;-0,0919981628619272;1125;15,42062041
NOVA EUROPA;FALSE;-0,11254004092978;-0,011849491859897;-0,00307794858300631;9300;36,56332713
NOVA GRANADA;FALSE;-1,48807117688873;-0,152261060525326;-0,0293290162084331;19180;50,73716644
NOVA GUATAPORANGA;FALSE;-0,736059979315274;-0,522638970575452;-0,0475407806537735;2177;15,48270704
NOVA INDEPENDENCIA;FALSE;-1,84494818555044;-0,22909366704455;-0,0701733624611922;3068;26,29128947
NOVA LUZITANIA;FALSE;-0,637467138704648;-0,328160544310189;-0,0391968752099172;3441;16,26321321
NOVA ODESSA;FALSE;3,1893035387382;0,0616140568863288;0,0176397881655472;51242;180,80169154
NOVAIS;FALSE;-0,0361481075754111;-0,0137510280095506;-0,00202712694093412;4592;17,83218744
NOVO HORIZONTE;FALSE;2,13571113160885;0,069982462628969;0,0177662226391064;36593;120,21188606
NUPORANGA;FALSE;-1,76493633387972;-0,160624690880234;-0,0515412380860111;6817;34,24318855
OCAUCU;FALSE;-0,871907356082766;-0,238969171567509;-0,0451203204820197;4163;19,3240506
OLEO;TRUE;-1,41530736593438;-0,474334350254181;-0,0945103154580571;2673;14,97516286
OLIMPIA;FALSE;1,28684340986251;0,0389624934936864;0,00589628054484479;50024;218,24663872
ONDA VERDE;FALSE;-0,755604379215402;-0,156633130647259;-0,0329473891105929;3884;22,93366484
ORIENTE;TRUE;-1,63743851113563;-0,514967873642707;-0,0890752404567548;6097;18,38264486
ORINDIUVA;FALSE;-0,538081199183759;-0,0486724915517532;-0,0142285621502377;5675;37,81697641
ORLANDIA;FALSE;1,28972005281292;0,0536464785400239;0,00782638629951376;39781;164,79125914
OSASCO;FALSE;41,9284704633355;0,139960517338463;0,0196218709452963;666740;2136,82327135
OSCAR BRESSANE;FALSE;-1,33691854738011;-0,457680094011067;-0,0834133135982825;2537;16,02763983
OSVALDO CRUZ;FALSE;-0,52527606648375;-0,0453103828866214;-0,00647687493117768;30917;81,10023307
OURINHOS;FALSE;6,75120532340653;0,151320459216675;0,0193055525130619;103035;349,7027769
OURO VERDE;FALSE;-1,10411422063281;-0,234863437962105;-0,0442017499759782;7800;24,97897077
OUROESTE;FALSE;-1,13625593138211;-0,0394872374758113;-0,0156297046430153;8405;72,6984903
PACAEMBU;FALSE;-1,18618087809431;-0,202061745610833;-0,0293526638173951;13226;40,41135365
PALESTINA;FALSE;-2,31346557787975;-0,190597145670797;-0,0553114780984774;11051;41,82613912
PALMARES PAULISTA;FALSE;0,988163695749192;0,314931333996194;0,0373396818803707;10934;26,46417018
PALMEIRA D'OESTE;FALSE;-1,29000885892535;-0,238851677833688;-0,052095849442145;9584;24,7622195
PALMITAL;FALSE;-1,35426038194958;-0,090594996770281;-0,0169220231801066;21186;80,02946028
PANORAMA;FALSE;0,0682027977516624;0,010059997685949;0,00154946827110365;14583;44,01690504
PARAGUACU PAULISTA;FALSE;-1,72433283075176;-0,0683696582668552;-0,0125379483306196;42278;137,52910646
PARAIBUNA;FALSE;-1,12530192788511;-0,109877080315025;-0,0185849209888345;17388;60,54919085
PARAISO;FALSE;-0,59168160652238;-0,0991598385919734;-0,0200057926405128;5898;29,57551431
PARANAPANEMA;FALSE;-2,88456524784446;-0,173743974785152;-0,0328292838034988;17808;87,86561611
PARANAPUA;FALSE;-1,09320127082214;-0,356044160795588;-0,0633432142503579;3815;17,25838014
PARAPUA;FALSE;-1,37927370183046;-0,187473298064854;-0,0417633361824899;10844;33,02594639
PARDINHO;FALSE;-0,537179941654836;-0,0842158812396976;-0,0170513274358858;5582;31,5037022
PARIQUERA-ACU;FALSE;0,403832165961969;0,0636992178696078;0,0086608834419046;18446;46,62713321
PARISI;FALSE;-0,759216987378672;-0,349766595833815;-0,045102206666782;2032;16,83325592
PATROCINIO PAULISTA;FALSE;0,0254202126461038;0,00152669937347152;0,00046151018024706;13000;55,08050252
PAULICEIA;FALSE;-0,340508077294468;-0,036425600980633;-0,010513373332916;6339;32,38808958
PAULINIA;FALSE;9,58860282693729;0,0118561235546671;0,00676501217436547;82146;1417,38145916
PAULISTANIA;FALSE;-1,40499810304005;-0,535920821727111;-0,090403624600078;1779;15,54139128
PAULO DE FARIA;FALSE;-3,00310568914306;-0,281649669486478;-0,0858485995565742;8589;34,98141734
PEDERNEIRAS;FALSE;1,57443193082663;0,0489863698709095;0,0122499924482019;41497;128,52513481
PEDRA BELA;FALSE;-0,774595451555083;-0,210900369521364;-0,0398580226028292;5780;19,43386553
PEDRANOPOLIS;FALSE;-1,52346813131524;-0,453033092295194;-0,0774027163913859;2558;19,68236003
PEDREGULHO;FALSE;-2,43310873784572;-0,171389897546229;-0,0480573250903213;15700;50,62930018
PEDREIRA;FALSE;3,19064000853102;0,159951234687774;0,0234860596895987;41558;135,8525036
PEDRINHAS PAULISTA;FALSE;-1,41050131503785;-0,312616584944039;-0,0726626871274742;2940;19,41163162
PEDRO DE TOLEDO;FALSE;-2,93788816571051;-0,447479578039999;-0,0868540072186508;10204;33,82559147
PENAPOLIS;FALSE;0,456500439886064;0,0166190511689591;0,0026231235271918;58510;174,02933379
PEREIRA BARRETO;FALSE;0,861200744334123;0,0376648372464965;0,00903473660372528;24962;95,32106824
PEREIRAS;FALSE;-0,818459735570857;-0,141347379459354;-0,0308379836674003;7454;26,54063717
PERUIBE;FALSE;6,30106346456238;0,376805060817388;0,0272963032530964;59773;230,83944394
PIACATU;FALSE;-1,13156994312143;-0,284525723731488;-0,0540215712145551;5287;20,94663146
PIEDADE;FALSE;5,48123700979305;0,281254522023642;0,046158246613244;52143;118,74881331
PILAR DO SUL;FALSE;2,49794426142817;0,206375291192668;0,0346421189081941;26406;72,10714414
PINDAMONHANGABA;FALSE;13,7943287808677;0,105539333592344;0,0322141456288216;146995;428,20719009
PINDORAMA;FALSE;-0,562956130492904;-0,0751354959273216;-0,0121568195159602;15039;46,30784637
PINHALZINHO;FALSE;-0,293734454547868;-0,0651125343456055;-0,00773771213726249;13105;37,96140892
PIQUEROBI;FALSE;-2,72199346510341;-0,550615853500449;-0,147009592422343;3537;18,51575411
PIQUETE;FALSE;-0,156046067459623;-0,0417901203714874;-0,00532232737177646;14107;29,31914115
PIRACAIA;FALSE;0,742951164300374;0,0804114253234088;0,00983609589209452;25116;75,53313555
PIRACICABA;FALSE;14,2898305646982;0,04725470579973;0,00923224415496047;364571;1547,81766219
PIRAJU;FALSE;-0,10082253352631;-0,00673422660193057;-0,00116733445617739;28475;86,36987711
PIRAJUI;FALSE;-3,12448059195804;-0,237086394011933;-0,0495483421316074;22704;63,05923584
PIRANGI;FALSE;-1,10416263137283;-0,185094113853303;-0,0323274432793434;10623;34,15558174
PIRAPORA DO BOM JESUS;FALSE;0,604431655133714;0,142346132401137;0,0108126519906058;15733;55,90040775
PIRAPOZINHO;FALSE;-1,51485375976189;-0,103446461960137;-0,0209549359456305;24694;72,29102316
PIRASSUNUNGA;FALSE;-0,0052599267802762;-0,000113829389433215;-2,39426312791114e-05;70081;219,68875179
PIRATININGA;FALSE;-2,26525608385477;-0,370627410121704;-0,05059782175692;12072;44,76983406
PITANGUEIRAS;FALSE;2,41905549608858;0,100378755086066;0,0215943532664826;35307;112,02259527
PLANALTO;FALSE;-0,924060218226375;-0,0896847906268049;-0,0348724607553985;4463;26,49827968
PLATINA;FALSE;-1,47178923304257;-0,300627464369149;-0,0791266581926924;3192;18,60042199
POA;FALSE;10,1627321598233;0,26527144183803;0,0231994359623273;106013;438,05945008
POLONI;TRUE;-1,70615823312572;-0,404151269117651;-2,25353706878647;5395;0,75710236
POMPEIA;FALSE;-0,854808206954051;-0,0334976414018757;-0,0102712253696742;19964;83,22358591
PONGAI;FALSE;-1,04992692921479;-0,289328610519842;-0,0619228121231233;3481;16,95541422
PONTAL;FALSE;-0,4162640644746;-0,0192491249714085;-0,00455108484379488;40244;91,46479988
PONTALINDA;FALSE;-1,13570703686886;-0,371819861124902;-0,0602588972150242;4074;18,84712614
PONTES GESTAL;FALSE;-1,21643501133301;-0,186505393554889;-0,0515887063658722;2518;23,57948274
POPULINA;FALSE;-1,21601826412339;-0,256625649566085;-0,0523971788405232;4223;23,2077049
PORANGABA;FALSE;-0,705691328219906;-0,161795581479985;-0,0262286698071835;8326;26,90534188
PORTO FELIZ;FALSE;0,607736360726047;0,0205647389951919;0,00278046663032307;48893;218,57351356
PORTO FERREIRA;FALSE;2,77806760462786;0,0820479700192071;0,0168197158290414;51400;165,16733296
POTIM;FALSE;-0,525342492127209;-0,125962649503059;-0,01177312427547;19397;44,62218183
POTIRENDABA;FALSE;0,667811542601875;0,0590058898081559;0,0111337936894815;15449;59,98059253
PRACINHA;TRUE;-1,02075938315027;-0,671425165979803;-0,0827869612259608;2858;12,32995351
PRADOPOLIS;FALSE;0,271420050323055;0,0133629899876417;0,00394625986354152;17377;68,77906162
PRAIA GRANDE;FALSE;18,9634848392879;0,24338974711185;0,0142519306187139;262051;1330,59059482
PRATANIA;FALSE;-0,869215921639126;-0,221608083027399;-0,0433933369955331;4599;20,03109191
PRESIDENTE ALVES;TRUE;-2,56679751076749;-0,704369746568245;-0,161964212631487;4123;15,84793004
PRESIDENTE BERNARDES;FALSE;-3,30076215853567;-0,33870045718605;-0,0744339890243906;13570;44,34482421
PRESIDENTE EPITACIO;FALSE;-6,13961800814181;-0,269871929686292;-0,061406740063412;41318;99,98280322
PRESIDENTE PRUDENTE;FALSE;8,26566550741613;0,0943802008476246;0,0130310929328631;207610;634,30331976
PRESIDENTE VENCESLAU;FALSE;-1,33006432478306;-0,0964012284964683;-0,0122659560548907;37910;108,43543861
PROMISSAO;FALSE;-2,15596714297407;-0,0750835231594608;-0,018865236922067;35674;114,28253734
QUADRA;FALSE;-0,904892858496135;-0,269857358173282;-0,0442859191812681;3236;20,43297001
QUATA;FALSE;-2,58730574488255;-0,205576869932128;-0,054158962864694;12799;47,77243891
QUEIROZ;FALSE;-1,21481582966729;-0,136436334190746;-0,0560934657405738;2808;21,65699362
QUELUZ;FALSE;-1,09951733215691;-0,194732244809995;-0,029982638925644;11309;36,6717998
QUINTANA;FALSE;-1,26952534321459;-0,211053576439162;-0,0530733496300502;6004;23,92020387
RAFARD;FALSE;0,0224132564959572;0,00280352847422591;0,00067252110848756;8612;33,32721637
RANCHARIA;FALSE;-5,67457675367374;-0,198885604543044;-0,0587323030178274;28804;96,61764416
REDENCAO DA SERRA;FALSE;-0,403727181821353;-0,120929681177075;-0,0226272458464751;3873;17,84252421
REGENTE FEIJO;FALSE;-0,415326923616965;-0,0356392029823272;-0,00666434402162519;18494;62,32075089
REGINOPOLIS;FALSE;-2,2973556473598;-0,328627945899978;-0,0874080288809602;7323;26,28311926
REGISTRO;FALSE;3,77070619214736;0,127570838636502;0,0224040778783527;54261;168,30445835
RESTINGA;FALSE;-1,73678921366188;-0,291615443316162;-0,0631513299668469;6587;27,50202117
RIBEIRA;TRUE;-1,92391033966233;-0,750028399936778;-0,110664827857387;3358;17,38502085
RIBEIRAO BONITO;FALSE;-1,54712961468308;-0,262809866647483;-0,041685822151807;12135;37,11404825
RIBEIRAO BRANCO;FALSE;2,32460156067098;0,343437092169535;0,0521549669794548;18269;44,57104846
RIBEIRAO CORRENTE;FALSE;-0,621684102164625;-0,139541648964688;-0,0298908142305147;4273;20,79850008
RIBEIRAO DO SUL;FALSE;-0,841775296796538;-0,194572878185186;-0,045493191726854;4446;18,50332467
RIBEIRAO DOS INDIOS;TRUE;-1,50473079278729;-0,640980999571452;-0,10013807203546;2187;15,02656045
RIBEIRAO GRANDE;FALSE;-0,974205247335593;-0,2366342611934;-0,0344579621314565;7422;28,27228272
RIBEIRAO PIRES;FALSE;-3,14975215791625;-0,0675716340117564;-0,0113640061794882;113068;277,16916976
RIBEIRAO PRETO;FALSE;-23,968977289943;-0,0606751969920852;-0,00945291717493601;604682;2535,61697901
RIFAINA;FALSE;-0,774877838625081;-0,0658702085503012;-0,0234073120256668;3436;33,10409319
RINCAO;FALSE;-1,75634559474694;-0,301121238126342;-0,0561134349588428;10414;31,29991233
RINOPOLIS;TRUE;-2,67305652382199;-0,37515061148037;-0,0931025251753089;9935;28,71089177
RIO CLARO;FALSE;12,2441827301934;0,082395507232747;0,0158241727146343;186253;773,76447736
RIO DAS PEDRAS;FALSE;1,12149960632314;0,0574549535401975;0,0110303842362005;29501;101,67366633
RIO GRANDE DA SERRA;TRUE;-4,13696086599936;-0,415360073192949;-0,0557399541929057;43974;74,21894987
RIOLANDIA;FALSE;-1,6180921526705;-0,144245013220242;-0,0417443724713599;10575;38,76192303
RIVERSUL;FALSE;-1,37263182880686;-0,389080919328824;-0,0735518419045476;6163;18,6621
ROSANA;FALSE;-2,75936564969949;-0,0600130230665279;-0,0304234751827873;19691;90,69856856
ROSEIRA;FALSE;0,870439788713844;0,21231876764949;0,0258310433626544;9599;33,69743051
RUBIACEA;FALSE;-1,68705864661948;-0,482906440877801;-0,102982304242808;2729;16,38202465
RUBINEIA;FALSE;-0,908376209848334;-0,229288117411441;-0,0381282020904322;2862;23,82426026
SABINO;FALSE;-0,443261926813729;-0,0725333686873902;-0,0183848215824043;5217;24,11021096
SAGRES;FALSE;-0,850863201047243;-0,410184479801881;-0,0639932988204262;2395;13,2961297
SALES;FALSE;-1,04400780283071;-0,133702426740868;-0,0360895912245279;5451;28,92822466
SALES OLIVEIRA;FALSE;-1,29460912151059;-0,15774362846447;-0,0321104432543837;10568;40,31738557
SALESOPOLIS;FALSE;0,681534040552976;0,103008733616679;0,0166409019336026;15635;40,95535466
SALMOURAO;FALSE;-0,795051576578148;-0,266666212683629;-0,0498095444534758;4818;15,96183192
SALTINHO;FALSE;-0,171427686442375;-0,0346759037435161;-0,00606469150357318;7059;28,26651386
SALTO;FALSE;3,28163148973643;0,0443243141592268;0,00943857847426664;105516;347,68281036
SALTO DE PIRAPORA;FALSE;2,54915137764801;0,11294094803922;0,0210648983134466;40132;121,01417912
SALTO GRANDE;FALSE;-0,807436314637654;-0,134029486820975;-0,02737618512767;8787;29,49411362
SANDOVALINA;FALSE;-2,53068263663855;-0,173954530195512;-0,0783303156626826;3699;32,30783146
SANTA ADELIA;FALSE;-0,394646974097594;-0,0494775532854352;-0,00882469655364768;14333;44,72074158
SANTA ALBERTINA;FALSE;-1,10955859583442;-0,142449148841225;-0,0428744111100803;5723;25,87927314
SANTA BARBARA D'OESTE;FALSE;12,7557803177057;0,156226530357008;0,0255919152636544;180009;498,43007787
SANTA BRANCA;FALSE;-0,13737308985504;-0,0263330663509941;-0,00306449314062001;13763;44,82734454
SANTA CLARA D'OESTE;TRUE;-1,1736003444035;-0,330059238633191;-0,0689678363672826;2084;17,01663277
SANTA CRUZ DA CONCEICAO;FALSE;-0,745071654289412;-0,183864528228786;-0,0323989072398365;4002;22,99681433
SANTA CRUZ DA ESPERANCA;FALSE;-1,10944875318312;-0,449459866059455;-0,0703115157970213;1953;15,77904758
SANTA CRUZ DAS PALMEIRAS;FALSE;3,20468597552532;0,327033824063577;0,0440137519631984;29932;72,81101548
SANTA CRUZ DO RIO PARDO;FALSE;-1,12793351776034;-0,0294783244385396;-0,00737070220840434;43921;153,02931605
SANTA ERNESTINA;FALSE;-0,511284622575145;-0,181390163172152;-0,0267462320979448;5568;19,11613646
SANTA FE DO SUL;FALSE;0,949702338907636;0,0746461492308539;0,00662908043743804;29239;143,26305856
SANTA GERTRUDES;FALSE;2,98834461785473;0,0858693704488281;0,0283948432986408;21634;105,24251134
SANTA ISABEL;FALSE;4,63406641798718;0,223537027591225;0,0308381676135644;50453;150,27048546
SANTA LUCIA;FALSE;-0,356957801682787;-0,103087169615379;-0,0171563694666791;8248;20,80613864
SANTA MARIA DA SERRA;FALSE;-1,53606908192868;-0,341565465396868;-0,0697131034668132;5413;22,03415148
SANTA MERCEDES;FALSE;-1,07224307267098;-0,403145609941755;-0,0707197124638928;2831;15,1618698
SANTA RITA D'OESTE;FALSE;-1,38300907676612;-0,408345666671427;-0,0792003258669502;2543;17,46216397
SANTA RITA DO PASSA QUATRO;FALSE;-2,99773956021761;-0,225767361263324;-0,041694524244529;26478;71,89767996
SANTA ROSA DE VITERBO;FALSE;0,167456985349592;0,0119453936258286;0,00250896472823583;23862;66,74345935
SANTA SALETE;TRUE;-1,13237215749344;-0,655659929071441;-0,0883504941269895;1447;12,81681748
SANTANA DA PONTE PENSA;TRUE;-1,29861047209583;-0,638420689197145;-0,100123199585538;1641;12,97012558
SANTANA DE PARNAIBA;FALSE;11,2848781723798;0,0630981783562933;0,0126804936559057;108813;889,93997226
SANTO ANASTACIO;FALSE;-2,52786578022847;-0,282826447011621;-0,0504515917613636;20475;50,10477751
SANTO ANDRE;FALSE;-5,53715468488571;-0,0177343414493126;-0,00237728399328387;676407;2329,1936094
SANTO ANTONIO DA ALEGRIA;FALSE;-0,515180558541985;-0,113316728758964;-0,0209805722372744;6304;24,55512427
