municipio;simulacao;dados_imputados;var_transf_total;var_transf_perc_cota2018;var_transf_perc_rc2018;pop;receitas_correntes_2018
BOTUCATU;sim_alt3;FALSE;-10,0066382302945;-0,141601129066211;-0,0261753336315129;127328;382,29267184
BRAGANCA PAULISTA;sim_alt3;FALSE;-3,73501286949447;-0,0497261002460976;-0,00748901452985066;146744;498,73222366
BRAUNA;sim_alt3;FALSE;3,87409627386982;1,19136085598656;0,178417111882049;5021;21,71370354
BREJO ALEGRE;sim_alt3;FALSE;5,71686112277113;0,87396342039767;0,25903805750416;2573;22,06957996
BRODOWSKI;sim_alt3;FALSE;3,59275348408889;0,358043200208205;0,0444761703658774;21107;80,77929045
BROTAS;sim_alt3;FALSE;2,26706529847186;0,103798373583527;0,0228818960080945;21580;99,07681154
BURI;sim_alt3;FALSE;2,0960062666721;0,14873644361574;0,0284054836410816;18563;73,78878998
BURITAMA;sim_alt3;FALSE;1,8152707124277;0,122552226504762;0,0240590257125876;15418;75,45071584
BURITIZAL;sim_alt3;FALSE;7,47056402094299;0,8661042590232;0,26556100275313;4053;28,131254
CABRALIA PAULISTA;sim_alt3;FALSE;6,91677947465298;2,06830468126803;0,408294408083648;4365;16,94066668
CABREUVA;sim_alt3;FALSE;3,71440928111086;0,0443295468621731;0,0168048427851926;41604;221,03207561
CACAPAVA;sim_alt3;FALSE;-0,429626176882067;-0,00842605736917322;-0,00170093007895008;84752;252,58309098
CACHOEIRA PAULISTA;sim_alt3;FALSE;5,07185646649456;0,586346197268277;0,0543929076212983;30091;93,24481239
CACONDE;sim_alt3;FALSE;2,43205698577637;0,267198350542075;0,0461759944306686;18538;52,66929312
CAFELANDIA;sim_alt3;FALSE;2,86581140803889;0,204500839923852;0,0427862655408731;16607;66,97970416
CAIABU;sim_alt3;FALSE;3,45269692404259;1,14733170606026;0,193661241760028;4072;17,8285386
CAIEIRAS;sim_alt3;FALSE;1,0856985461708;0,0206461063037793;0,00353532467087627;86529;307,1000961
CAIUA;sim_alt3;FALSE;3,98608591238738;0,713107165674803;0,142197916408757;5039;28,03195724
CAJAMAR;sim_alt3;FALSE;0,528346030971704;0,00365531149922644;0,00108133822836562;64114;488,60385873
CAJATI;sim_alt3;FALSE;4,13137042819539;0,154684520967848;0,0390079062393932;28372;105,91110435
CAJOBI;sim_alt3;FALSE;4,52014000923804;0,983510351607536;0,132107342991329;9768;34,21566059
CAJURU;sim_alt3;FALSE;0,687333065896416;0,0518445941223186;0,00935257510718354;23371;73,49131742
CAMPINA DO MONTE ALEGRE;sim_alt3;FALSE;3,77999260176657;1,03675048691853;0,160780792672695;5567;23,51022494
CAMPINAS;sim_alt3;FALSE;-82,8369974743393;-0,114655234897747;-0,0171719423461332;1080113;4823,9736545
CAMPO LIMPO PAULISTA;sim_alt3;FALSE;4,25232570090014;0,145463053762629;0,0199659771255709;74074;212,97859224
CAMPOS DO JORDAO;sim_alt3;FALSE;4,75598982178759;0,276112313203772;0,0280610444026865;47789;169,48727045
CAMPOS NOVOS PAULISTA;sim_alt3;FALSE;4,89028779553098;0,831508298321407;0,209563053135764;4539;23,33563919
CANANEIA;sim_alt3;FALSE;7,19122483714976;0,935607927852305;0,116042578986169;12226;61,97057063
CANAS;sim_alt3;FALSE;5,68423268150834;2,26661329218042;0,262515591467371;4385;21,65293364
CANDIDO MOTA;sim_alt3;FALSE;0,628619857269236;0,0267490848309022;0,00555328279998288;29884;113,19788311
CANDIDO RODRIGUES;sim_alt3;FALSE;5,65240658758524;2,47568433742407;0,303097515053771;2668;18,64880544
CANITAR;sim_alt3;FALSE;5,51856264243613;2,1645254377254;0,268773135124008;4369;20,53241906
CAPAO BONITO;sim_alt3;FALSE;0,016225122008013;0,000676057271886255;0,000115493350552646;46178;140,4853347
CAPELA DO ALTO;sim_alt3;FALSE;5,56529244005733;0,764972962327436;0,0912970762349322;17532;60,95805769
CAPIVARI;sim_alt3;FALSE;3,96549146464338;0,135446141746151;0,0194032016288775;48576;204,37304835
CARAGUATATUBA;sim_alt3;FALSE;-1,53746789182286;-0,0122076981089764;-0,0021433724455789;100840;717,31252074
CARAPICUIBA;sim_alt3;FALSE;-22,9448984786813;-0,303388445945714;-0,0444043203239811;369584;516,72671288
CARDOSO;sim_alt3;FALSE;1,89570711117282;0,171640045274226;0,0403256112605171;11805;47,01000312
CASA BRANCA;sim_alt3;FALSE;-1,03725118754152;-0,0511813523638489;-0,00955404494882773;28307;108,56670584
CASSIA DOS COQUEIROS;sim_alt3;TRUE;5,40489681778147;2,17136178537602;0,297831287749681;2634;18,14751183
CASTILHO;sim_alt3;FALSE;-2,32792152879967;-0,0714485013707342;-0,0252941219681522;18003;92,03409123
CATANDUVA;sim_alt3;FALSE;-1,84423721603532;-0,0331869066875613;-0,00404680831540701;112820;455,72635823
CATIGUA;sim_alt3;FALSE;4,43234897540471;1,21121966879462;0,189171685080396;7127;23,43029811
CEDRAL;sim_alt3;FALSE;5,11078230800191;0,760241054860589;0,117036516667393;7972;43,66827084
CERQUEIRA CESAR;sim_alt3;FALSE;2,23616906285177;0,176278132131879;0,0330674143669232;17532;67,62455141
CERQUILHO;sim_alt3;FALSE;3,36185689298587;0,137998565165009;0,0203693993395624;39617;165,04447858
CESARIO LANGE;sim_alt3;FALSE;6,86452530027129;0,869490681384729;0,113330896748197;15540;60,57064311
CHARQUEADA;sim_alt3;FALSE;4,89243843101663;0,790620903847575;0,103973750953936;15085;47,05455354
CHAVANTES;sim_alt3;FALSE;5,82606789517575;0,643398510289045;0,14085328605594;12114;41,36266933
CLEMENTINA;sim_alt3;FALSE;4,79151251544013;0,775235982677104;0,15859005148853;7065;30,2131973
COLINA;sim_alt3;FALSE;4,30932072948436;0,161096609388412;0,0480888925915352;17371;89,61156095
COLOMBIA;sim_alt3;FALSE;3,21393238919064;0,225226766015;0,0708226252548674;5994;45,38002337
CONCHAL;sim_alt3;FALSE;4,69795101738644;0,357541567260917;0,0409321199638018;25229;114,77419253
CONCHAS;sim_alt3;FALSE;3,15735803104303;0,397150050479482;0,0546692031988643;16288;57,75386957
CORDEIROPOLIS;sim_alt3;FALSE;7,15748552966207;0,123729884663656;0,0446713401962955;21080;160,22544876
COROADOS;sim_alt3;FALSE;2,75408632236401;0,55606394966513;0,121490462344307;5238;22,66915665
CORONEL MACEDO;sim_alt3;FALSE;2,06251352578201;0,440592309029581;0,0795319977928666;5001;25,93312859
CORUMBATAI;sim_alt3;FALSE;4,01531677120892;0,747487461234885;0,151793616613329;3874;26,45247449
COSMOPOLIS;sim_alt3;FALSE;3,95581267387333;0,15079917454237;0,0217120534202448;58827;182,19431379
COSMORAMA;sim_alt3;FALSE;4,41404163623563;0,587760482234606;0,138172747758904;7214;31,94581933
COTIA;sim_alt3;FALSE;-9,11968645003989;-0,0492336169168232;-0,0103106568720783;201150;884,49131449
CRAVINHOS;sim_alt3;FALSE;6,2941132823657;0,268532738442661;0,0463682159413396;31691;135,74197658
CRISTAIS PAULISTA;sim_alt3;FALSE;4,82205758355065;0,700394993113746;0,149650568250984;7588;32,22211342
CRUZALIA;sim_alt3;TRUE;1,18861317694575;0,281991762930149;0,0676688523015277;2274;17,56514462
CRUZEIRO;sim_alt3;FALSE;-0,0260775817167698;-0,000817014813683406;-0,000128660413618414;77039;202,68535584
CUBATAO;sim_alt3;FALSE;-4,40488363096193;-0,0141693149386718;-0,00425037682475485;118720;1036,35131956
CUNHA;sim_alt3;FALSE;0,240174570718201;0,0236207853667854;0,00370609019887633;21866;64,80537651
DESCALVADO;sim_alt3;FALSE;1,64163324921453;0,0529511777502826;0,0135436701513841;31056;121,21036845
DIADEMA;sim_alt3;FALSE;-25,3806926711211;-0,110465984426344;-0,0220452512297989;386089;1151,29977003
DIRCE REIS;sim_alt3;TRUE;2,40807138253825;0,980038744534212;0,161768334964343;1689;14,8859255
DIVINOLANDIA;sim_alt3;FALSE;4,69961844948431;0,815726910090076;0,125298826122077;11208;37,50728235
DOBRADA;sim_alt3;TRUE;3,02255726078167;0,759158012586394;0,128769750451327;7939;23,47257217
DOIS CORREGOS;sim_alt3;FALSE;1,48617946769964;0,0973458889277294;0,0174638338366889;24761;85,10041275
DOLCINOPOLIS;sim_alt3;FALSE;4,28545932177586;2,23445059094986;0,296402663278624;2096;14,45823487
DOURADO;sim_alt3;FALSE;3,9501123202877;0,363359540394098;0,109404730936839;8609;36,10549824
DRACENA;sim_alt3;FALSE;2,09225108904467;0,123700599191432;0,0165155049460616;43258;126,6840521
DUARTINA;sim_alt3;FALSE;3,80696504664068;0,735377025019919;0,0964723621232453;12251;39,46171694
DUMONT;sim_alt3;FALSE;6,07554003385853;1,11358251891486;0,185714881704581;8143;32,71434135
ECHAPORA;sim_alt3;FALSE;3,6904226926873;0,540721031695366;0,135317561697712;6318;27,27231149
ELDORADO;sim_alt3;FALSE;4,67389013925744;0,513342855331196;0,0902105424557065;14641;51,81090826
ELIAS FAUSTO;sim_alt3;FALSE;5,87660377087462;0,498643047995599;0,0918027321879121;15775;64,01338643
ELISIARIO;sim_alt3;FALSE;3,68413600474927;1,57972618663714;0,19813516126443;3120;18,59405459
EMBAUBA;sim_alt3;FALSE;5,89655924451788;2,58973477663742;0,376718246681509;2423;15,65243865
EMBU-GUACU;sim_alt3;FALSE;1,03111117611306;0,0584111761481812;0,0069897414383975;62769;147,5177852
EMBU DAS ARTES;sim_alt3;FALSE;-13,3482548121666;-0,0819062437597203;-0,0200895547779172;240230;664,43756269
EMILIANOPOLIS;sim_alt3;FALSE;2,92156173064839;1,0492403162185;0,172391979796405;3020;16,94720215
ENGENHEIRO COELHO;sim_alt3;FALSE;8,20359351121137;0,879750086112806;0,133534932269956;15721;61,43406352
ESPIRITO SANTO DO PINHAL;sim_alt3;FALSE;1,01901456236169;0,0490436300761219;0,00871841115825919;41907;116,88076461
ESPIRITO SANTO DO TURVO;sim_alt3;FALSE;1,83821030953836;0,438312249236551;0,0794715333301042;4244;23,1304246
ESTIVA GERBI;sim_alt3;FALSE;6,55360329513456;1,23961414204204;0,165128766093638;10044;39,68783544
ESTRELA D'OESTE;sim_alt3;FALSE;4,27325988372367;0,384765628731427;NA;8208;NA
ESTRELA DO NORTE;sim_alt3;FALSE;4,35008883742436;1,40107525992207;0,246224326258128;2658;17,66717734
EUCLIDES DA CUNHA PAULISTA;sim_alt3;FALSE;1,96221190493284;0,295731850697593;0,0645902789014178;9585;30,37936882
FARTURA;sim_alt3;FALSE;1,34539239231167;0,127998577074019;0,0260859169562751;15320;51,57543032
FERNANDO PRESTES;sim_alt3;FALSE;4,56936066851658;1,11013287054011;0,17599707919046;5534;25,96270739
FERNANDOPOLIS;sim_alt3;FALSE;0,290076321931583;0,0104669321628443;0,00148930072824872;64696;194,77350439
FERNAO;sim_alt3;FALSE;4,98938973664908;2,7630436276904;0,299723094653042;1563;16,64666429
FERRAZ DE VASCONCELOS;sim_alt3;FALSE;-5,14784157018721;-0,124359937316759;-0,0144024243095892;168306;357,42882306
FLORA RICA;sim_alt3;TRUE;2,13280790256325;0,847645462394307;0,137518755297653;1752;15,50921471
FLOREAL;sim_alt3;FALSE;2,92786866074871;0,92772265396906;12,6328582211245;3003;0,23176613
FLORIDA PAULISTA;sim_alt3;FALSE;1,57382468810888;0,231251914373157;0,0428670108767424;12848;36,71412249
FLORINEA;sim_alt3;TRUE;0,898559980099271;0,157815144534797;0,0401413214394684;2829;22,3849128
FRANCA;sim_alt3;FALSE;-18,9544502848701;-0,155265445464533;-0,0242748545109146;318640;780,82652468
FRANCISCO MORATO;sim_alt3;FALSE;-5,16050730929709;-0,213615350264809;-0,0150908101989361;154472;341,96356864
FRANCO DA ROCHA;sim_alt3;FALSE;-3,80127592000044;-0,0948022056389045;-0,0112999705198047;131604;336,39697673
GABRIEL MONTEIRO;sim_alt3;TRUE;5,25739949113382;1,97056921791593;0,318228040625524;2708;16,52085555
GALIA;sim_alt3;FALSE;3,31420412365483;0,672485128417745;0,130863334687677;7011;25,32568906
GARCA;sim_alt3;FALSE;2,01027353258978;0,105729516446981;0,013574097643485;43115;148,09629232
GASTAO VIDIGAL;sim_alt3;TRUE;2,09211550876472;0,668623367004395;0,111092577757943;4193;18,83218079
GAVIAO PEIXOTO;sim_alt3;FALSE;4,15517985774284;0,883943780707923;0,116798959156086;4419;35,57548704
GENERAL SALGADO;sim_alt3;FALSE;3,75050686126552;0,419095447103091;0,884434548568671;10669;4,24057028
GETULINA;sim_alt3;FALSE;2,75956695902707;0,356716696029883;0,0835663261331132;10765;33,02247552
GLICERIO;sim_alt3;FALSE;6,72027792171121;1,41108413097205;0,308561119199261;4565;21,7794061
GUAICARA;sim_alt3;FALSE;5,20342392348481;0,83534821237677;0,189503980345927;10670;27,4581247
GUAIMBE;sim_alt3;FALSE;4,07005903045593;1,2834897078934;0,161427601278009;5425;25,21290658
GUAIRA;sim_alt3;FALSE;-2,07344271136392;-0,0394819896533713;-0,011312558986669;37404;183,28679778
GUAPIACU;sim_alt3;FALSE;4,9076107527794;0,382553343168155;0,0696320043930354;17869;70,47924005
GUAPIARA;sim_alt3;FALSE;3,45992984995983;0,523246142222564;0,0660524344824714;17998;52,38156439
GUARA;sim_alt3;FALSE;3,92678959411892;0,316274873227738;0,0550922074969377;19858;71,27667909
GUARACAI;sim_alt3;FALSE;1,86434593496289;0,231507042943789;0,0561022554320094;8435;33,23121184
GUARACI;sim_alt3;FALSE;0,512647066612089;0,0375729345657265;0,00945269335942046;9976;54,23290983
GUARANI D'OESTE;sim_alt3;FALSE;3,07802072905193;1,73329414500642;0,200051095685824;1970;15,38617281
GUARANTA;sim_alt3;TRUE;2,1837022229776;0,370678842151027;0,0839938467908898;6404;25,99835948
GUARARAPES;sim_alt3;FALSE;0,968323750387633;0,0442817850720245;0,00950694656678826;30597;101,85433815
GUARAREMA;sim_alt3;FALSE;7,25387817751907;0,272479424775468;0,0415031938769054;25844;174,77879411
GUARATINGUETA;sim_alt3;FALSE;-1,7869362601686;-0,0293276950799944;-0,00527003852588604;112072;339,07461044
GUAREI;sim_alt3;FALSE;6,23792935205187;0,705211602018631;0,135214319724089;14565;46,13364446
GUARIBA;sim_alt3;FALSE;3,90728526631671;0,185496228571941;0,0331591569591605;35486;117,8342764
GUARUJA;sim_alt3;FALSE;-14,2130364460685;-0,126575816097903;-0,0108449516153108;290752;1310,56706846
GUARULHOS;sim_alt3;FALSE;-99,9955409982879;-0,10593405241216;-0,0226073144156515;1221979;4423,14992218
GUATAPARA;sim_alt3;FALSE;3,84258363397156;0,606922924314059;0,118832988028161;6966;32,33600112
GUZOLANDIA;sim_alt3;TRUE;2,77470953399782;0,643966479251016;0,139051903210838;4754;19,954488
HERCULANDIA;sim_alt3;TRUE;1,02525396363379;0,14200604998733;0,037194955158002;8696;27,56432853
HOLAMBRA;sim_alt3;FALSE;7,28486057792584;0,469517765762329;0,0810634241833156;11299;89,86618381
HORTOLANDIA;sim_alt3;FALSE;-7,03558474667636;-0,0441239570614224;-0,00935108308567968;192692;752,38180243
IACANGA;sim_alt3;FALSE;2,53572689331479;0,184396849620897;0,0501945459516345;10013;50,51797651
IACRI;sim_alt3;TRUE;2,10716308696174;0,399797172203401;0,0951619170294734;6419;22,1429239
IARAS;sim_alt3;FALSE;6,19826724861471;0,893596157935797;0,213517120342394;6376;29,02936888
IBATE;sim_alt3;FALSE;4,68848601175028;0,359621609568126;0,0467449698073238;30734;100,29926281
IBIRA;sim_alt3;FALSE;4,6864937616862;0,845535124181182;0,114174670001594;10896;41,04670293
IBIRAREMA;sim_alt3;FALSE;2,55276878881801;0,501187650044719;0,0889510970154826;6725;28,69856443
IBITINGA;sim_alt3;FALSE;-1,76190445004598;-0,0636045150836033;-0,0103793780863833;53158;169,75048364
IBIUNA;sim_alt3;FALSE;1,22986831942745;0,0382034974062666;0,0060115708974863;71217;204,58351742
ICEM;sim_alt3;FALSE;2,53923511225183;0,280318497079169;0,0715346429205946;7462;35,49657912
IEPE;sim_alt3;FALSE;1,74149430276679;0,156426907741944;0,0439660676834757;7628;39,60996274
IGARACU DO TIETE;sim_alt3;FALSE;4,26715537187593;0,765513724362898;0,0678639672244529;23362;62,87807133
IGARAPAVA;sim_alt3;FALSE;3,77681681131954;0,169156624017425;0,0391326609337592;27952;96,51316116
IGARATA;sim_alt3;FALSE;6,52643266229987;1,4614533097296;0,159414083013919;8831;40,94012611
IGUAPE;sim_alt3;FALSE;3,11568168615272;0,231828784396958;0,0274280551278588;28841;113,59469972
ILHA COMPRIDA;sim_alt3;FALSE;5,04905765756889;1,09531827611715;0,0460881173906711;9025;109,55226517
ILHA SOLTEIRA;sim_alt3;FALSE;0,0547246687972915;0,00129381487903837;0,00041829890381643;25064;130,8267086
ILHABELA;sim_alt3;FALSE;5,79318710160589;0,509005201942609;0,00603258175122651;28196;960,31638534
INDAIATUBA;sim_alt3;FALSE;-7,77183843748691;-0,042852732861062;-0,0071550030825051;201619;1086,21035489
INDIANA;sim_alt3;FALSE;5,05118007396526;2,22379186205977;NA;4825;NA
INDIAPORA;sim_alt3;FALSE;3,89725409829269;0,838989338925768;0,173323250062761;3903;22,4854663
INUBIA PAULISTA;sim_alt3;FALSE;4,51992923375319;1,54190983943083;0,266233981241493;3630;16,97728146
IPAUSSU;sim_alt3;FALSE;5,59612706342243;0,610837589584165;0,108284718028769;13663;51,67974914
IPERO;sim_alt3;FALSE;4,74365212947214;0,513344284415195;0,0502800654083141;28300;94,34458947
IPEUNA;sim_alt3;FALSE;4,67343556401158;0,644766080428542;0,142037734791334;6016;32,90277454
IPIGUA;sim_alt3;FALSE;4,9018468266336;1,48167403605666;6,76445388187197;4463;0,72464783
IPORANGA;sim_alt3;FALSE;6,36711605891024;0,981805568816564;0,257861094762959;4299;24,69203842
IPUA;sim_alt3;FALSE;2,09530213350544;0,170534288055962;0,0346325112953271;14148;60,50101639
IRACEMAPOLIS;sim_alt3;FALSE;5,83274762652355;0,298825024427842;0,0699966865896235;20029;83,32891042
IRAPUA;sim_alt3;FALSE;3,99693450466661;0,762028646305176;0,16331013592308;7275;24,47450357
IRAPURU;sim_alt3;FALSE;4,10480558034995;1,19635082102554;0,187381585878092;7789;21,90613107
ITABERA;sim_alt3;TRUE;-6,99099486480282;-0,399518467187449;-0,111033204164259;17858;62,96310115
ITAI;sim_alt3;FALSE;-3,81821890820024;-0,172046803510781;-0,0414235812314489;24008;92,17500744
ITAJOBI;sim_alt3;FALSE;0,397399372911272;0,0317807692575154;0,00580728056226438;14556;68,43123363
ITAJU;sim_alt3;FALSE;3,541102164863;0,906004779166527;0,176421926860265;3246;20,07178035
ITANHAEM;sim_alt3;FALSE;2,54489701334782;0,112422808299527;0,00638407102755102;87057;398,63231508
ITAOCA;sim_alt3;TRUE;1,6908880826061;0,947652881336484;0,105762563228915;3228;15,98758607
ITAPECERICA DA SERRA;sim_alt3;FALSE;-3,72978166750525;-0,0607392630229428;-0,00868168460788737;152614;429,61496944
ITAPETININGA;sim_alt3;FALSE;-9,83509809194864;-0,126670520208645;-0,0220426094368613;144377;446,18574403
ITAPEVA;sim_alt3;FALSE;-5,93305897640047;-0,142153294051969;-0,0183736342071991;87753;322,91156499
ITAPEVI;sim_alt3;FALSE;-10,3012225774269;-0,0495909590768549;-0,0138272519431419;200769;744,99420563
ITAPIRA;sim_alt3;FALSE;0,874648495842855;0,0156443676590704;0,00318011866160058;68537;275,03643383
ITAPIRAPUA PAULISTA;sim_alt3;FALSE;2,30571584097621;0,822848117074492;0,124586255504334;3880;18,50698403
ITAPOLIS;sim_alt3;FALSE;-1,04104867988836;-0,0364111034408574;-0,00794607759010495;40051;131,01415989
ITAPORANGA;sim_alt3;FALSE;0,594894997529096;0,0812857872722448;0,0128971949908849;14549;46,12592102
